OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
82573;08;1;19;061;2021;09;15;7;3;0;6;1;0;0;0;1;0;0;540098,277999999932945;5417280,813999528065324;9,547206054000071;48,907170986000040;08210925119300143480;0
82574;08;1;15;001;2021;09;19;5;3;0;6;1;0;0;0;0;1;0;488188,358147586695850;5388859,038675179705024;8,839624111000035;48,652676354000050;08210916115200271030;0
82583;08;4;35;024;2021;09;18;7;2;4;2;1;1;0;0;0;0;0;528526,706347675994039;5279398,160955037921667;9,379982508000069;47,667346378000047;08210911435100252210;0
82585;08;2;16;028;2021;09;18;4;2;8;1;1;0;0;0;0;0;0;427157,527313757687807;5397719,901811536401510;8,009473581000066;48,728243737000071;08210908216200182840;0
82586;08;1;19;085;2021;09;12;7;3;6;4;0;1;1;0;0;0;0;529906,686355553567410;5411450,205668147653341;9,407703034000065;48,855297350000058;08210904119500199210;0
82596;08;4;15;087;2021;09;07;2;3;5;3;1;1;0;0;0;0;0;514267,025833907537162;5382096,581404855474830;9,193481713000040;48,591788981000036;08210927416010247380;0
82597;08;3;16;010;2021;09;17;5;2;0;1;1;0;0;0;0;0;0;437617,784050536341965;5338717,471237288787961;8,160496047000038;48,198623392000059;08210930316200260640;0
82603;08;2;26;095;2021;10;06;2;3;5;3;1;1;0;0;0;2;0;474313,336487306281924;5460838,584303082898259;8,646688162000032;49,299750952000068;08211011226700913130;0
82605;08;1;15;022;2021;09;18;7;3;4;6;1;0;0;0;0;0;0;498406,238156331703067;5385978,166175028309226;8,978371290000041;48,626869115000034;08210925115100260700;0
82611;08;2;16;063;2021;09;17;3;2;5;3;1;1;0;0;0;0;0;430038,499538471922278;5401617,888530401512980;8,047981758000049;48,763635322000027;08210914216200199120;0
82618;08;1;19;084;2021;09;11;7;2;0;2;1;0;0;0;1;0;0;547395,709329670295119;5413496,784727901220322;9,646346323000046;48,872617342000069;08210904119300193370;0
82621;08;3;35;015;2021;09;14;6;3;0;1;1;0;0;0;0;0;0;477245,790207436308265;5282594,976196397095919;8,696740615000067;47,696338797000067;08210917335300225090;0
82628;08;2;16;063;2021;09;17;5;3;0;2;1;1;0;0;0;0;0;430039,885136147029698;5401625,449446653947234;8,047999325000035;48,763703486000054;08210902216200172350;0
82629;08;4;35;057;2021;09;15;6;3;5;7;1;1;0;0;0;0;0;544587,633000003173947;5279168,587999491021037;9,593884714000069;47,664372948000050;08210924435100231350;0
82632;08;1;17;026;2021;09;16;3;3;6;4;0;1;1;0;0;0;0;548670,023828083649278;5394563,963695395737886;9,661480921000077;48,702211318000082;08210914117300229280;0
82633;08;3;35;063;2021;09;11;7;3;0;1;1;0;0;0;0;0;0;495926,375131095759571;5287089,036259517073631;8,945665887000075;47,737162563000027;08210918335200210980;0
82638;08;4;21;000;2021;09;01;1;3;7;1;1;0;0;0;0;2;0;573983,538718083873391;5361543,135695967823267;9,999606321000044;48,402702251000051;08210912421200204920;0
82649;08;1;15;003;2021;09;13;4;3;3;2;1;1;0;0;0;0;0;500606,710197953507304;5392800,276425251737237;9,008243577000030;48,688243603000046;08210915115100233930;0
82655;08;4;35;016;2021;09;21;7;3;0;1;1;0;0;0;0;2;0;534293,188375369645655;5278103,422033889219165;9,456689503000064;47,655416968000054;08210904435100190010;0
82656;08;1;19;076;2021;09;15;3;3;0;1;1;0;0;0;0;0;0;542203,682531073689461;5406941,532345674932003;9,574870100000055;48,814025309000044;08210928136300272720;0
82665;08;3;15;131;2021;09;15;7;2;5;3;1;1;0;0;0;0;0;404787,749378334730864;5310083,863250339403749;7,725160292000055;47,936994019000053;08210925311300261160;0
82667;08;4;35;016;2021;09;14;4;3;5;2;0;1;1;0;0;0;0;536820,417150919325650;5281572,121887417510152;9,490636336000023;47,686487267000075;08210922435100254250;0
82671;08;3;17;096;2021;09;14;3;3;5;3;1;1;0;0;0;0;0;421636,604999991133809;5368807,503999516367912;7,939868110000020;48,467515697000067;08210914317500214420;0
82679;08;4;15;061;2021;09;07;4;3;4;6;1;0;0;0;0;0;0;515005,705277223140001;5373286,940455408766866;9,203181658000062;48,512517873000036;08210929415400257260;0
82682;08;1;21;000;2021;09;20;4;2;5;2;1;1;0;0;0;1;0;514902,556632371619344;5442835,491721954196692;9,204312620000053;49,138167547000080;08210901121200189560;0
82689;08;3;11;000;2021;09;07;5;3;0;5;1;0;0;0;1;0;0;418698,891541349701583;5315243,905284553766251;7,910409273000027;47,985328202000062;08210923311010858510;0
82694;08;1;21;000;2021;09;20;1;3;9;7;1;0;0;0;0;2;0;515787,038821502588689;5443780,443815194070339;9,216475718000027;49,146645609000075;08210912121200234610;0
82695;08;2;35;029;2021;10;15;7;3;6;4;0;1;1;0;0;0;0;487302,633949836716056;5393526,534287124872208;8,827454675000070;48,694648182000037;08211002235100882460;0
82705;08;2;21;000;2021;08;16;3;3;0;7;1;1;0;0;0;0;0;476563,273449953645468;5472615,510982671752572;8,676941793000026;49,405773951000072;08210831221200163100;0
82706;08;4;25;141;2021;09;18;5;3;1;7;1;1;0;0;0;0;0;568017,357663764618337;5362659,626528643071651;9,919188313000063;48,413417552000055;08210930421300251490;0
82710;08;1;19;024;2021;09;12;4;3;6;7;0;1;1;0;0;0;0;537981,994272820651531;5433938,877961168065667;9,519883489000051;49,057148258000041;08210915119100202680;0
82711;08;1;36;079;2021;09;15;3;3;0;1;1;0;0;0;0;0;0;560382,982845787890255;5402390,555946173146367;9,821804742000040;48,771588456000075;08210921136300222260;0
82719;08;4;25;020;2021;10;16;2;3;3;2;1;1;0;0;0;0;0;558937,173000003211200;5361149,829999512061477;9,796279685000059;48,400750689000063;08211011426010901330;0
82723;08;2;26;056;2021;09;15;6;3;6;4;0;1;1;0;0;0;0;485056,443345127627254;5471336,043188169598579;8,794061064000061;49,394533046000049;08210917226300213570;0
82727;08;1;26;066;2021;09;07;5;3;0;7;1;0;0;0;0;0;0;535749,274465112946928;5450782,624142872169614;9,490817579000066;49,208792690000053;08210902126200171720;0
82728;08;3;25;069;2021;09;09;6;3;9;1;1;0;0;0;0;0;0;466439,726220879703760;5332593,426855064928532;8,548830868000039;48,145705637000049;08210924325202255700;0
82730;08;1;15;001;2021;09;19;3;2;0;7;1;0;0;0;0;0;0;493488,949106933549047;5391442,399460583925247;8,911553593000065;48,675994328000058;08210921115400235130;0
82747;08;3;16;053;2021;09;21;7;3;0;1;1;0;0;0;0;2;0;404665,493187014944851;5344513,929033022373915;7,715834989000030;48,246667177000063;08210918316100222080;0
82750;08;1;25;065;2021;10;15;7;3;0;7;1;0;0;0;0;0;0;515844,976783083751798;5448530,420308625325561;9,217457211000067;49,189371526000059;08211002121500866090;0
82753;08;3;11;000;2021;09;17;1;3;0;7;1;0;0;0;0;0;0;416079,120998827740550;5315561,519546739757061;7,875244141000053;47,987846918000059;08210926311010254460;0
82760;08;4;36;010;2021;09;18;3;3;7;7;1;0;0;0;0;0;0;573604,349609884433448;5311433,693685885518789;9,985803487000055;47,951983994000045;08210914436100860160;0
82761;08;3;15;048;2021;09;15;2;3;4;2;1;1;0;0;0;0;0;400504,179962204769254;5311901,260586580261588;7,667401171000051;47,952690318000066;08210920311400861980;0
82763;08;1;19;079;2021;09;03;3;2;3;6;1;0;0;0;0;2;1;523587,937785102985799;5410638,109734397381544;9,321517494000034;48,848264387000029;08210907119400200880;0
82768;08;3;37;096;2021;09;06;3;2;5;3;1;1;0;0;0;2;0;419535,155956528149545;5267359,692964509129524;7,930484142000068;47,554669174000026;08210928337010263120;1
82778;08;2;26;095;2021;09;06;4;3;4;6;1;0;0;0;0;2;0;475293,487829088233411;5461867,440913690254092;8,660105926000028;49,309045929000035;08210922226700266620;0
82782;08;2;35;065;2021;09;11;3;3;5;3;1;1;0;0;0;0;0;473327,634000000543892;5405523,450999520719051;8,636773429000073;48,802129498000056;08210914235100223160;0
82784;08;1;11;000;2021;10;07;5;3;5;2;1;1;0;0;0;1;0;517236,849000001326203;5406892,840999525040388;9,234791832000042;48,814781588000073;08211007111320900640;0
82785;08;4;37;065;2021;09;13;2;3;0;7;1;0;0;0;0;0;0;518594,941688898950815;5318473,575261730700731;9,249370005000060;48,019283367000071;08210906437200179840;0
82787;08;3;15;113;2021;09;15;4;2;4;2;1;1;0;0;0;0;0;437852,908275244757533;5314689,835258333012462;8,167157597000028;47,982491700000026;08210908311500185840;0
82795;08;1;16;058;2021;10;16;2;3;5;3;1;1;0;0;0;0;0;533455,895485654473305;5395147,129866661503911;9,454759239000055;48,708458955000026;08211011116010906100;0
82809;08;1;28;131;2021;09;22;2;3;0;1;1;0;0;0;0;2;0;536332,463724146597087;5514426,944591358304024;9,504676166000024;49,781207016000053;08210927128300254590;0
82814;08;2;22;000;2021;10;15;7;3;6;4;1;0;1;0;0;0;0;463585,798790210857987;5483482,311234135180712;8,497063583000056;49,502877890000036;08211009222600065430;0
82816;08;4;36;082;2021;09;17;7;2;5;3;1;1;0;0;0;0;0;547706,187000001780689;5295139,524999497458339;9,637170390000051;47,807841715000052;08210904436000199460;0
82818;08;1;27;025;2021;09;19;5;2;6;4;0;1;1;0;0;0;0;555886,580357154831290;5427879,359294392168522;9,764100524000071;49,001280252000072;08210902127100172680;0
82822;08;2;12;000;2021;10;13;6;3;0;2;1;0;0;0;1;0;0;458110,742318288423121;5427625,702896006405354;8,427290157000073;49,000107194000066;08211008212010875080;0
82824;08;3;36;006;2021;09;19;7;3;0;6;1;0;0;0;0;0;0;392403,524151942692697;5290087,518891943618655;7,564366036000024;47,755174994000072;08210904336400174370;0
82827;08;1;16;049;2021;09;01;7;1;6;4;0;1;1;0;0;2;0;524090,833520898595452;5385390,248923027887940;9,326896277000060;48,621118206000062;08210918416010211430;0
82829;08;2;26;080;2021;10;16;3;2;1;5;1;1;0;0;0;0;0;486371,724188395775855;5475457,232087720185518;8,812045511000065;49,431633681000051;08211005226300889650;0
82843;08;2;21;000;2021;10;07;5;2;1;5;1;1;0;0;0;1;0;477135,660555445589125;5474831,931185917928815;8,684703923000029;49,425732047000054;08211007221011884880;1
82852;08;3;17;146;2021;09;10;6;3;2;2;1;0;0;1;0;0;0;430678,260626868344843;5355290,817517524585128;8,064402228000063;48,346990110000036;08210910317600201670;0
82853;08;2;15;089;2021;09;11;4;2;4;6;1;1;0;0;0;0;0;471429,347240785136819;5428485,020600657910109;8,609316166000042;49,008597238000050;08210901212010178960;0
82856;08;3;17;152;2021;09;17;1;2;5;3;1;0;0;1;0;0;0;404756,142015716992319;5351533,646706609055400;7,715473620000068;48,309819576000052;08210912317300228430;0
82863;08;1;15;042;2021;09;17;6;3;5;3;1;1;0;0;0;0;0;495847,622000000439584;5406168,796999523416162;8,943445453000038;48,808493385000077;08210924115300258100;0
82865;08;1;18;051;2021;09;08;2;3;5;3;1;1;0;0;0;0;0;509258,309000000357628;5414929,472999524325132;9,126294201000064;48,887247871000056;08210920118300216570;1
82871;08;1;19;020;2021;09;12;4;3;0;3;1;0;0;0;0;0;0;518846,211000001057982;5406442,068999527022243;9,256692843000053;48,810679791000041;08210908119200212870;0
82874;08;1;18;048;2021;09;09;5;3;6;2;0;1;1;0;0;0;0;512479,388141795992851;5415273,793788801878691;9,170243839000022;48,890288803000033;08210930118400250220;0
82875;08;4;16;023;2021;10;12;2;3;5;3;1;1;0;0;0;0;0;508188,199014431796968;5370223,104868955910206;9,110810785000069;48,485080342000060;08211004416010867030;1
82878;08;3;15;125;2021;10;14;6;3;5;2;1;1;0;0;0;0;0;411696,887438958510756;5310627,625638322904706;7,817537117000029;47,942874903000074;08211001311010165480;0
82881;08;4;16;025;2021;09;08;6;3;5;3;1;1;0;0;0;0;0;504042,915000000037253;5361446,907999511808157;9,054628014000059;48,406165777000069;08210924416010253470;0
82883;08;3;26;006;2021;09;15;3;3;5;3;1;1;0;0;0;0;0;459326,027622456662357;5308796,005604779347777;8,455462500000067;47,931191778000027;08210921326100251590;0
82889;08;3;36;091;2021;10;16;2;3;4;6;1;0;0;0;0;0;0;395095,447728937491775;5271787,010231420397758;7,604668447000051;47,591005127000074;08211011311010881270;0
82898;08;1;27;063;2021;09;05;3;3;2;6;1;1;0;0;0;2;0;567693,608579200692475;5434972,799320628866553;9,926694470000029;49,063899534000029;08210914127100211210;0
82907;08;3;27;057;2021;09;07;4;3;6;4;0;1;1;0;0;1;0;489066,994000000879169;5308758,330999501049519;8,853628215000072;47,932050494000066;08210929327100863290;0
82916;08;2;21;000;2021;09;20;4;3;6;4;0;1;1;0;0;2;0;477286,773546807467937;5469962,423390798270702;8,687066198000025;49,381937218000076;08210922221011247850;0
82930;08;3;11;000;2021;10;10;7;3;3;6;1;0;0;0;0;0;0;414603,996761078014970;5317812,272784311324358;7,855029795000064;48,007898059000070;08211009311010907760;0
82934;08;4;17;008;2021;09;13;6;3;8;7;1;0;0;0;0;0;0;495849,339117355644703;5353470,040313845500350;8,943994869000051;48,334400384000048;08210924417300231190;0
82935;08;3;35;063;2021;09;12;4;3;0;1;1;0;0;0;0;0;0;498487,131781605072320;5291904,502797869965434;8,979804561000037;47,780501131000051;08210915335200200240;1
82939;08;1;19;067;2021;09;16;5;3;5;3;1;1;0;0;0;0;0;539681,025086269713938;5405961,306021811440587;9,540415041000074;48,805373902000042;08210909119300185020;0
82950;08;3;15;015;2021;09;14;7;3;0;1;1;0;0;0;0;0;0;399767,610968717373908;5313667,153853882104158;7,657127064000065;47,968459260000031;08210925311100233690;0
82951;08;4;21;000;2021;09;07;5;3;6;2;0;1;1;0;0;0;0;570790,303397402167320;5364270,309127829968929;9,956928568000023;48,427600645000041;08210916421300205800;1
82954;08;1;27;014;2021;09;12;5;3;0;3;1;0;0;0;1;0;0;575521,944348091259599;5443104,205454362556338;10,035363749000055;49,136123226000052;08210930127202271080;0
82955;08;3;16;053;2021;09;16;6;3;4;1;1;1;0;0;0;0;0;404343,111269557848573;5342729,672961656004190;7,711896617000036;48,230570050000040;08210924300700237040;0
82956;08;3;35;002;2021;09;12;3;3;0;7;1;0;0;0;0;0;0;503450,605362950824201;5285620,679806238040328;9,046012627000039;47,723954499000058;08210914335100203320;0
82958;08;2;26;003;2021;09;05;3;2;0;7;1;0;0;0;0;1;0;460535,706280173733830;5463060,598128279671073;8,456969013000048;49,319002619000059;08210907222014208170;0
82970;08;4;36;083;2021;10;13;6;3;5;3;1;1;0;0;0;0;0;531793,589999999850988;5301679,568999497219920;9,425127527000029;47,867666674000077;08211001436400930950;0
82976;08;3;26;074;2021;10;16;6;3;5;3;1;1;0;0;0;0;0;466686,277265825308859;5323572,040293980389833;8,552849819000073;48,064555466000058;08211008326200972500;0
82981;08;4;17;008;2021;09;14;3;3;5;3;1;1;0;0;0;0;0;493876,222000000067055;5350896,471999507397413;8,917408885000043;48,311230795000029;08210907417300218030;0
82985;08;1;27;014;2021;10;17;1;3;8;7;1;0;0;0;0;0;0;578839,764249546453357;5442123,262403693050146;10,080649107000056;49,126884013000051;08211003127202866310;0
82986;08;1;25;026;2021;09;15;4;3;0;1;1;0;0;0;0;0;0;497852,928471338935196;5438479,373949067667127;8,970586939000043;49,099159410000027;08210908121100181380;0
82997;08;2;26;041;2021;09;09;5;3;6;3;0;1;1;0;0;0;0;477348,055826714262366;5466307,621905688196421;8,688118513000063;49,349064887000054;08210902221011176860;0
83002;08;1;36;002;2021;09;18;1;3;0;7;1;0;0;0;0;1;0;568449,892220594920218;5416530,349485600367188;9,933941389000040;48,897936330000050;08210919136100243900;0
83003;08;3;26;074;2021;09;09;3;3;0;2;1;1;0;0;0;0;0;459378,157342840917408;5323075,225763836875558;8,454808684000056;48,059662196000033;08210907326400213990;0
83007;08;4;35;036;2021;10;17;7;2;4;6;1;0;0;0;0;0;0;518673,081821182742715;5283492,220732446759939;9,248906687000044;47,704542675000027;08211002435200919430;0
83014;08;2;26;036;2021;10;16;7;3;6;4;0;1;1;0;0;0;0;468555,555209442973137;5479884,351971399039030;8,565987541000027;49,470793726000068;08211009222400907300;0
83026;08;3;17;031;2021;09;17;2;3;5;3;1;1;0;0;0;0;0;414496,635999986901879;5359665,757999505847692;7,845159963000071;48,384358409000072;08210913317300201770;0
83030;08;1;18;048;2021;09;01;1;3;0;7;1;0;0;0;0;2;0;514750,306539126671851;5415176,350599087774754;9,201220011000032;48,889362335000044;08210919118400272190;0
83040;08;2;15;009;2021;09;15;5;2;0;7;1;0;0;0;0;0;0;467465,659067828208208;5437325,882857969030738;8,554407012000070;49,087926932000073;08210923215402757880;0
83052;08;1;27;076;2021;09;17;3;3;5;2;1;1;0;0;0;0;0;551980,638871391303837;5438422,609690895304084;9,712054624000075;49,096456444000069;08210928127100273530;0
83055;08;4;25;033;2021;10;06;3;3;5;3;1;1;0;0;0;2;0;553070,041601744480431;5348733,875740036368370;9,715452693000032;48,289578766000034;08211005425000890780;1
83058;08;4;35;016;2021;10;14;2;3;0;1;1;0;0;0;0;0;0;535428,834129334427416;5279459,099353691563010;9,471922528000050;47,667553366000050;08211011435100886100;0
83063;08;4;35;024;2021;09;12;4;2;6;4;0;1;1;0;1;0;0;527695,900609409436584;5279565,610965879634023;9,368926836000071;47,668889128000046;08210922436000227510;0
83065;08;1;27;023;2021;09;16;5;2;0;7;1;0;0;0;0;0;0;552052,109624823555350;5426444,415106449276209;9,711494864000031;48,988708291000080;08210930127100262710;0
83068;08;2;15;059;2021;09;10;2;2;0;7;1;0;0;0;0;0;0;483586,919827003963292;5437138,058857301250100;8,775210086000072;49,086878524000042;08210920215302728330;0
83070;08;2;12;000;2021;09;22;3;3;6;7;0;0;1;0;1;2;0;460150,883369688875973;5427833,784615328535438;8,455161190000069;49,002114006000056;08210907212010860010;0
83078;08;2;15;111;2021;09;15;6;3;5;2;1;1;0;0;0;0;0;458172,937055835500360;5448396,656998101621866;8,425990274000071;49,186946554000031;08210910212010843730;0
83093;08;1;25;056;2021;09;10;1;2;0;3;1;0;0;0;0;0;0;511326,911119120195508;5435672,291565246880054;9,155090136000069;49,073807909000038;08210912121400190180;0
83096;08;1;11;000;2021;09;08;7;3;5;3;1;1;0;0;0;0;0;512510,414814835414290;5406552,278837596997619;9,170400654000048;48,811831085000051;08210904111370183950;0
83100;08;4;17;022;2021;09;14;1;2;8;1;1;0;0;0;0;0;0;485156,065500369295478;5348923,004006708040833;8,799870473000055;48,293331602000080;08210905417200187400;0
83101;08;1;15;003;2021;10;16;3;3;0;3;1;1;0;0;0;0;0;500504,843633655458689;5392893,820198057219386;9,006859596000027;48,689085223000063;08211005115100882570;0
83103;08;4;36;064;2021;08;10;3;3;5;3;1;1;0;0;0;0;0;546618,185708435252309;5291549,764631658792496;9,622254110000029;47,775624436000044;08210831436200161270;1
83105;08;3;25;045;2021;10;17;1;2;2;6;1;1;0;0;0;0;0;466593,518549558706582;5348826,069816106930375;8,549619183000061;48,291751772000055;08211010325000907540;0
83109;08;4;25;072;2021;09;16;3;2;6;7;1;0;1;0;0;0;0;583201,138106605969369;5372772,036961998790503;10,126355503000070;48,502554039000074;08210921421200221680;0
83113;08;3;15;022;2021;09;05;7;3;0;1;1;0;0;0;0;2;0;397453,348807286471128;5300689,256540773436427;7,629217275000030;47,851359745000082;08210911311400214600;0
83115;08;4;35;029;2021;09;09;1;3;5;3;1;1;0;0;0;0;0;545215,474469594657421;5271615,267765641212463;9,601466511000069;47,596370080000042;08210912435100971090;0
83116;08;3;15;132;2021;09;18;6;3;8;1;1;0;0;0;0;0;0;409574,600999983027577;5322259,584999501705170;7,786673301000064;48,047210379000035;08210903311100193770;0
83118;08;2;16;033;2021;09;16;6;3;6;2;0;1;1;0;0;0;0;447015,194264791905880;5413099,030571950599551;8,277491391000069;48,868587094000077;08210917216300207720;0
83119;08;1;17;028;2021;09;14;5;2;4;6;1;0;0;0;0;0;1;548072,089281965978444;5381691,988091964274645;9,651860886000065;48,586466671000039;08210923117010237000;0
83122;08;1;28;139;2021;09;18;5;3;1;5;1;1;0;0;0;0;0;552831,661605009809136;5488223,773291345685720;9,730305477000059;49,544315039000026;08210902128200207130;0
83131;08;1;27;076;2021;09;12;3;3;0;1;1;0;0;0;0;0;0;551881,265000000596046;5439431,935999536886811;9,710823115000039;49,105543486000045;08210928127100243500;0
83135;08;1;11;000;2021;09;14;2;3;1;5;1;1;0;0;0;0;0;515797,575026785954833;5398951,133561186492443;9,214881741000056;48,743377049000060;08210906111500206080;0
83136;08;4;36;085;2021;09;14;6;2;5;3;1;1;0;0;0;0;0;559128,124333512969315;5298862,588951548561454;9,790218042000049;47,840388596000025;08210910436300200260;0
83140;08;2;22;000;2021;09;06;6;3;5;3;1;0;0;0;1;1;0;460932,293629791587591;5482487,102821873500943;8,460514637000074;49,493761429000074;08210903222200181800;0
83143;08;3;16;017;2021;09;13;4;3;4;6;1;0;0;0;0;0;0;407555,220999979414046;5342337,136999500915408;7,755225330000030;48,227515697000058;08210922316100239830;0
83146;08;1;18;073;2021;09;17;6;3;6;4;0;1;1;0;0;0;0;497475,501014285720885;5419347,485005984082818;8,965535510000052;48,927055264000046;08210924118600261630;0
83147;08;2;26;098;2021;09;05;3;3;5;5;1;1;0;0;0;2;0;478168,501743745990098;5460809,972136126831174;8,699715458000071;49,299643537000065;08210914226700225820;0
83154;08;2;22;000;2021;09;06;2;3;5;3;1;0;0;0;0;1;0;460846,844757581129670;5481256,557797178626060;8,459456609000028;49,482687843000065;08210927222200268740;0
83155;08;1;19;067;2021;09;13;5;3;5;3;1;1;0;0;0;0;0;538778,236571377143264;5406885,652146855369210;9,528207868000038;48,813745872000027;08210930119300271000;0
83164;08;1;19;079;2021;09;16;4;2;4;6;1;0;0;0;0;0;0;523599,006980371661484;5408868,704379865899682;9,321566463000067;48,832346882000081;08210922119400256300;0
83167;08;3;15;074;2021;10;19;2;3;5;3;1;1;0;0;0;2;0;395959,670597949065268;5296347,143385445699096;7,610300033000044;47,812063207000051;08211011311400914260;1
83172;08;3;35;043;2021;09;21;4;3;0;1;1;0;0;0;0;2;0;513040,073772676289082;5280522,897541400045156;9,173732026000039;47,677964098000075;08210922335100860270;0
83174;08;2;12;000;2021;09;15;7;3;0;6;1;1;0;0;0;0;0;455936,335539272055030;5429817,822138821706176;8,397325398000021;49,019674148000036;08210918212010230040;0
83176;08;4;26;074;2021;09;07;3;2;4;6;1;0;0;0;0;0;0;557704,535601665265858;5325440,509378558024764;9,774761313000056;48,079624376000027;08210914135010220990;0
83178;08;1;36;088;2021;10;14;5;3;3;2;1;0;0;0;0;0;1;580290,309057995676994;5410589,989998102188110;10,094299464000073;48,843086340000070;08211007136100888440;0
83187;08;3;15;113;2021;09;11;4;3;6;7;0;1;1;0;0;0;0;436550,506269380450249;5305647,375816628336906;8,151038946000028;47,901015259000076;08210901311500237890;0
83193;08;2;16;049;2021;09;17;4;3;5;3;1;1;0;0;0;0;0;438861,241077048704028;5400895,652332831174135;8,168132496000055;48,758067946000040;08210922211100224350;0
83194;08;2;12;000;2021;10;17;6;2;0;7;1;0;0;0;0;0;0;449205,235278574749827;5431766,327194932848215;8,305024275000051;49,036683244000074;08211008212010882810;0
83195;08;3;15;133;2021;09;10;5;3;0;1;1;0;0;0;0;0;0;398141,545550940558314;5324854,023112487047911;7,632689571000071;48,068823916000042;08210923311100226650;0
83196;08;1;11;000;2021;09;13;3;3;5;3;1;1;0;0;0;0;0;512531,697148121893406;5399352,719065120443702;9,170471074000034;48,747063974000071;08210914111500202230;0
83202;08;2;16;007;2021;09;21;4;3;6;6;0;0;1;1;0;2;0;437062,953368342481554;5395433,581047855317593;8,144501447000039;48,708757251000065;08210908216200182280;0
83203;08;1;27;023;2021;09;17;7;2;4;6;1;0;0;0;0;0;1;550859,481640651822090;5426411,782409012317657;9,695190143000048;48,988514136000049;08210904127010185570;0
83207;08;3;17;110;2021;09;16;5;3;0;7;1;0;0;0;0;0;0;429586,794740619137883;5380922,652399107813835;8,045359247000022;48,577433252000048;08210923317100247070;0
83209;08;2;21;000;2021;10;18;7;3;0;5;1;0;0;0;0;0;0;477360,505141406320035;5474678,233822379261255;8,687813222000045;49,424357979000035;08211009221011876970;0
83210;08;1;11;000;2021;09;14;6;3;6;4;0;1;1;0;0;0;0;511496,492978683672845;5410501,818759463727474;9,156701133000070;48,847380141000031;08210910111500212360;0
83213;08;3;16;020;2021;10;02;1;3;1;1;1;1;0;0;0;2;0;405751,603810115717351;5338748,979074997827411;7,731742958000041;48,194976022000048;08211010316100906720;0
83214;08;2;15;007;2021;09;16;5;3;5;3;1;1;0;0;0;0;0;478010,910983823239803;5431683,740357372909784;8,699139584000022;49,037640801000066;08210902215302173550;0
83216;08;2;12;000;2021;09;06;4;2;6;4;0;0;1;0;1;2;0;452086,047927416861057;5427809,409559894353151;8,344904159000066;49,001321407000034;08210915212010215780;1
83224;08;1;25;058;2021;10;01;7;3;0;7;1;0;0;0;0;2;0;509637,616993552073836;5443351,045205194503069;9,132143389000021;49,142910306000033;08211002121400882390;0
83226;08;3;17;005;2021;09;17;6;3;3;6;1;0;0;0;0;0;0;424614,441526068374515;5378848,751222211867571;7,978332281000064;48,558200220000060;08210903317200181470;0
83229;08;1;21;000;2021;09;21;5;3;6;7;0;0;1;0;1;2;0;514852,713330711238086;5441539,777784528210759;9,203581546000066;49,126513351000028;08210923121200227070;0
83234;08;1;16;080;2021;09;07;4;3;5;2;1;1;0;0;0;0;0;519431,071000000461936;5397021,013999521732330;9,264213773000051;48,725911059000055;08210915116200230840;1
83241;08;3;36;081;2021;09;07;3;3;0;2;1;1;0;0;0;0;0;409905,012116087600589;5277967,610243890434504;7,800330370000040;47,648831459000064;08210928311010249300;0
83246;08;3;35;075;2021;10;16;6;3;0;1;1;0;0;0;0;0;0;489534,432204970158637;5287825,375226415693760;8,860392460000071;47,743715794000082;08211001335300864910;0
83248;08;3;35;063;2021;09;18;1;3;0;1;1;0;0;0;0;0;0;496018,223716232925653;5287146,084593210369349;8,946890444000076;47,737676434000036;08210912335200194870;0
83253;08;2;26;037;2021;09;13;4;2;5;3;1;1;0;0;0;0;0;466351,152450629509985;5468864,738006161525846;8,536496760000034;49,371557860000053;08210922226400224360;0
83256;08;2;12;000;2021;09;17;6;2;6;2;0;0;1;0;1;0;0;455641,751700807362795;5427031,569614348933101;8,393600926000033;48,994590413000026;08210924212010243330;0
83262;08;4;21;000;2021;09;16;4;3;3;2;1;1;0;0;0;0;0;574457,369457528926432;5362555,586606852710247;10,006186971000034;48,411753615000066;08210908421200211510;0
83269;08;2;15;090;2021;10;00;6;3;0;7;1;0;0;0;0;2;0;466335,278610143810511;5433333,909224012866616;8,539257911000050;49,051957469000058;08211001215102879160;0
83279;08;4;36;014;2021;09;13;7;3;0;1;1;0;0;0;0;0;0;556817,340494916774333;5300235,532516928389668;9,759518739000043;47,852948873000059;08210911436000196390;0
83282;08;4;15;050;2021;09;20;6;2;8;1;1;0;0;0;0;1;0;522006,533220178447664;5378254,937561528757215;9,298236183000029;48,557004755000037;08210903415100173560;0
83283;08;1;21;000;2021;09;07;2;3;5;3;1;1;0;0;0;0;0;510459,680035115219653;5449215,883432721719146;9,143567292000057;49,195652971000072;08210927121300239160;0
83284;08;1;18;048;2021;09;12;4;2;0;7;1;0;0;0;0;0;0;517115,733568977564573;5414782,691799081861973;9,233471830000042;48,885760272000027;08210929118010269870;0
83299;08;4;26;028;2021;09;05;7;2;0;1;1;0;0;0;0;2;0;569460,917304467409849;5340993,752395508810878;9,935125284000037;48,218365000000063;08210918426200222520;1
