FID;OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrasse;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
36765;36766;08;3;17;110;2016;09;17;1;3;0;1;0;1;1;0;0;0;0;0;427306,285900000020000;5382192,384200000200000;8,014223402000001;48,588593951000000
36766;36767;08;4;36;081;2016;09;14;6;3;5;3;0;0;1;1;0;0;0;0;562735,417200000030000;5281959,259300000000000;9,835982278000000;47,687974218999997
36767;36768;08;4;36;095;2016;09;12;7;3;5;2;0;0;1;0;0;1;0;0;534044,075100000020000;5289406,777599999700000;9,454254894000000;47,757130566000001
36779;36780;08;4;36;003;2016;09;18;6;2;0;6;0;0;1;1;0;0;0;0;578259,040999999970000;5304967,815000000400000;10,046960135000001;47,893266257999997
36781;36782;08;2;36;028;2016;09;12;6;2;5;3;0;0;1;1;0;0;0;0;494901,641999999990000;5422103,889000000400000;8,930362690000001;48,951835209000002
36785;36786;08;4;37;100;2016;09;04;1;3;6;6;2;0;0;1;1;0;0;0;536894,527400000020000;5319077,073699999600000;9,494823928000001;48,023918148000000
36796;36797;08;1;16;077;2016;09;16;6;2;8;1;0;0;1;0;0;0;0;0;512668,325200000020000;5387136,139800000000000;9,171954996000000;48,637160145000003
36806;36807;08;3;36;034;2016;09;18;5;1;4;6;0;0;1;0;0;1;0;0;416986,210900000010000;5281034,667399999700000;7,894019262000000;47,677369951999999
36807;36808;08;4;26;070;2016;08;20;4;3;0;1;0;0;1;0;0;0;0;0;565494,791899999950000;5342926,935999999800000;9,882036438000000;48,236177318999999
36814;36815;08;1;18;048;2016;09;16;5;2;5;3;0;0;1;1;0;0;0;0;514231,165800000020000;5415607,687199999600000;9,194153089000000;48,893254663999997
36817;36818;08;2;22;000;2016;09;12;5;3;5;3;0;0;1;1;0;0;0;0;467526,981600000000000;5482073,104299999800000;8,551611364999999;49,490426513999999
36822;36823;08;4;26;120;2016;08;09;4;2;6;4;0;0;0;0;1;0;1;0;561451,665000000040000;5324733,653599999800000;9,824964677000001;48,072915203000001
36824;36825;08;1;16;011;2016;09;11;1;3;9;1;0;1;1;0;0;0;0;0;531280,464700000010000;5379396,204900000200000;9,424000787000001;48,566877533000003
36840;36841;08;1;36;050;2016;09;09;2;3;5;3;0;0;1;0;0;0;0;1;580843,930700000030000;5403310,884200000200000;10,100409712999999;48,777544378999998
36844;36845;08;4;36;096;2016;09;09;6;3;5;3;0;0;1;1;0;0;0;0;543907,311299999940000;5301362,218700000100000;9,587066152000000;47,864097526999998
36846;36847;08;2;36;073;2016;09;14;6;3;6;4;0;0;0;1;1;0;0;0;479932,815899999990000;5424189,140399999900000;8,725805633000000;48,970288631999999
36847;36848;08;4;15;059;2016;09;14;2;3;5;3;0;0;1;1;0;0;0;0;516241,033999999990000;5369122,190000000400000;9,219746280000001;48,475019605000000
36853;36854;08;4;25;028;2016;08;12;4;2;4;2;0;0;1;1;0;0;0;0;579689,013500000000000;5339525,801699999700000;10,072522910000000;48,203958079000003
36855;36856;08;4;37;104;2016;09;17;5;2;6;4;0;0;0;1;1;0;0;0;515142,428499999980000;5325949,043300000000000;9,203334554000000;48,086631677000000
36858;36859;08;3;17;153;2016;09;02;1;1;6;4;2;0;0;1;1;0;0;0;423291,726700000000000;5389829,370099999900000;7,958379682000000;48,656807659000002
36859;36860;08;4;35;016;2016;09;17;6;3;3;6;0;0;1;0;0;0;0;1;536437,518599999950000;5277803,561999999900000;9,485219973000000;47,652601787000002
36864;36865;08;3;17;085;2016;09;20;2;3;8;7;2;0;1;0;0;0;0;0;431694,800400000010000;5360749,024899999600000;8,077233279000000;48,396199823000003
36879;36880;08;2;16;028;2016;09;07;6;2;6;4;0;0;0;1;1;0;0;0;426210,988300000030000;5397176,964700000400000;7,996701560000000;48,723248845999997
36891;36892;08;1;21;000;2016;09;15;6;3;1;4;0;0;0;1;1;0;0;0;515939,271300000020000;5442438,502600000200000;9,218510075999999;49,134570472000000
36892;36893;08;3;17;096;2016;09;23;7;3;0;7;2;0;1;0;0;0;0;0;421821,822999999970000;5368853,117999999800000;7,942364843000000;48,467949042999997
36895;36896;08;2;21;000;2016;09;14;7;2;6;7;0;0;1;1;1;0;0;0;478519,086799999990000;5473586,972900000400000;8,703848299000001;49,414584288000000
36897;36898;08;3;25;053;2016;09;18;6;3;0;1;0;0;1;0;0;0;0;0;457553,104700000030000;5342920,343200000000000;8,428336207999999;48,238080091000000
36909;36910;08;4;35;052;2016;09;19;6;3;0;7;1;0;1;0;0;0;0;0;522742,018300000000000;5288036,991499999500000;9,303381046000000;47,745303763000003
36910;36911;08;3;15;130;2016;09;16;6;3;8;6;0;0;1;0;0;0;0;0;414134,436200000000000;5304707,527499999900000;7,851350769000000;47,889952020000003
36912;36913;08;1;19;044;2016;09;14;6;3;8;1;0;0;1;0;0;0;0;0;545775,008200000040000;5424532,005900000200000;9,625484238000000;48,972003158000000
36917;36918;08;4;17;002;2016;09;14;7;3;5;3;0;0;0;1;1;0;0;0;488969,941200000000000;5346996,216400000300000;8,851340172000001;48,276074835999999
36922;36923;08;1;36;065;2016;09;19;7;2;0;1;1;0;1;0;0;0;0;0;558219,163799999980000;5404891,425900000100000;9,792712652000001;48,794290234000002
36934;36935;08;3;35;075;2016;08;20;4;3;1;5;2;0;1;1;0;0;0;0;489198,267400000010000;5287841,582000000400000;8,855907734000001;47,743856073000003
36940;36941;08;3;17;057;2016;09;19;3;3;5;3;0;0;1;1;0;0;0;0;412692,351000000020000;5381004,858599999900000;7,816338288000000;48,576046155999997
36942;36943;08;1;26;066;2016;09;15;3;2;3;6;0;0;1;0;0;0;0;1;533120,121999999970000;5456953,561300000200000;9,455231875000001;49,264447777000001
36952;36953;08;2;31;000;2016;09;20;3;2;6;4;0;0;0;1;1;0;0;0;477586,647400000020000;5415649,696800000000000;8,694217948000000;48,893390609999997
36956;36957;08;4;25;033;2016;09;12;5;3;0;1;0;0;1;0;0;0;0;0;561664,232500000040000;5346188,921900000400000;9,830930342000000;48,265905781000001
36963;36964;08;2;22;000;2016;09;14;5;3;6;4;0;0;0;1;1;0;0;0;462861,628499999990000;5482767,495299999600000;8,487129288000000;49,496404585000001
36964;36965;08;4;35;059;2016;09;11;6;2;8;1;0;0;1;0;0;0;0;0;518670,837500000020000;5295019,699199999700000;9,249371859000000;47,808261063000003
36973;36974;08;3;11;000;2016;09;15;5;3;5;3;0;0;0;1;1;0;0;1;411472,474899999970000;5319571,941200000200000;7,812688841000000;48,023300573000000
36980;36981;08;2;22;000;2016;09;12;6;3;6;4;0;0;0;0;1;0;0;1;469374,433900000000000;5476627,979299999800000;8,577541631000001;49,441545625000003
36990;36991;08;1;15;002;2016;09;20;7;3;5;3;0;0;1;1;0;0;0;0;499454,570000000010000;5386200,633000000400000;8,992597756000000;48,628872264000002
36996;36997;08;1;25;038;2016;09;16;6;2;8;1;0;0;1;0;0;0;0;0;499868,762500000010000;5434797,422700000000000;8,998203352999999;49,066042197999998
36998;36999;08;2;36;028;2016;09;13;7;2;5;3;0;0;1;1;0;0;0;0;494004,178000000010000;5422352,458999999800000;8,918100786000000;48,954063214000001
37010;37011;08;4;15;061;2016;09;17;3;3;3;2;0;0;1;1;0;0;0;0;513648,715099999970000;5371602,915900000400000;9,184752644000000;48,497398767999996
37015;37016;08;2;15;082;2016;09;08;7;3;6;3;0;0;0;1;1;0;0;0;489544,826400000020000;5438703,925499999900000;8,856767394000000;49,101094244999999
37020;37021;08;4;35;029;2016;09;16;6;3;5;3;0;0;1;1;0;0;0;0;543933,927700000000000;5272524,415199999700000;9,584511119000000;47,604638111000000
37021;37022;08;3;17;116;2016;09;10;3;2;5;3;0;0;1;1;0;0;0;0;433687,184300000020000;5387401,197200000300000;8,099908620000001;48,636155995000003
37023;37024;08;1;11;000;2016;09;17;3;3;6;2;0;0;0;1;1;0;0;0;514985,887700000020000;5395292,248900000000000;9,203708095000000;48,710481825999999
37027;37028;08;4;35;016;2016;09;11;3;3;3;2;0;0;1;1;0;0;0;0;530440,903500000010000;5279707,123300000100000;9,405500963000000;47,670038988999998
37032;37033;08;1;18;078;2016;09;15;3;2;0;7;0;0;1;0;0;0;0;0;515076,861399999990000;5420827,953400000000000;9,205883574000000;48,940194554000001
37045;37046;08;3;35;043;2016;09;07;4;3;2;6;0;0;1;0;0;0;0;1;515812,131400000010000;5280976,447599999600000;9,210680157000001;47,681983111999998
37054;37055;08;2;12;000;2016;09;18;6;3;5;3;0;0;1;1;0;0;0;0;452780,615200000000000;5429569,386800000400000;8,354195163000000;49,017205979000003
37057;37058;08;2;12;000;2016;09;09;5;3;5;3;0;0;1;1;0;0;0;0;459125,857699999990000;5429628,887000000100000;8,440966415000000;49,018194235000003
37058;37059;08;4;25;033;2016;09;10;6;2;0;1;0;0;1;0;0;0;0;0;551970,243000000020000;5349574,663800000200000;9,700730642000000;48,297233816000002
37060;37061;08;2;25;002;2016;09;07;6;3;6;7;0;0;0;1;1;0;0;0;499277,754100000020000;5466869,786200000000000;8,990054718000000;49,354541904999998
37063;37064;08;3;26;074;2016;09;10;4;3;0;7;0;0;0;1;1;0;0;0;460573,368900000000000;5319941,260400000000000;8,471137785000000;48,031541742999998
37066;37067;08;1;11;000;2016;09;18;7;3;5;3;0;0;1;1;0;0;0;0;513228,410399999990000;5402327,121500000400000;9,180044156999999;48,773807134000002
37075;37076;08;4;37;076;2016;09;10;3;3;5;2;0;0;1;1;0;0;0;0;524250,748000000020000;5322028,557000000000000;9,325418182000000;48,051077818000003
37078;37079;08;2;21;000;2016;09;14;6;3;0;5;0;0;1;0;0;0;0;0;477663,078099999980000;5473790,023400000300000;8,692035481000000;49,416379867000003
37093;37094;08;1;18;048;2016;09;09;3;3;5;3;0;0;1;1;0;0;0;0;512132,050300000000000;5417852,313400000300000;9,165582084000000;48,913491374000003
37097;37098;08;1;26;028;2016;09;06;6;2;3;6;1;0;1;1;0;0;0;0;533343,237599999990000;5458619,531299999900000;9,458437311000001;49,279420891000001
37102;37103;08;2;36;040;2016;09;19;4;3;2;6;0;0;1;1;0;0;0;0;491434,683900000000000;5421290,526399999900000;8,883025485999999;48,944480153999997
37106;37107;08;2;12;000;2016;09;19;6;3;5;3;0;0;1;1;0;0;0;0;455171,568700000000000;5428250,337399999600000;8,387039157000000;49,005519391999997
37108;37109;08;3;35;043;2016;09;15;7;3;0;1;0;0;1;0;0;0;0;0;508498,883199999980000;5287217,246100000100000;9,113360737000001;47,738273018999998
37110;37111;08;1;18;011;2016;09;14;6;3;6;2;0;0;0;1;1;0;0;0;505337,075499999980000;5407790,105499999600000;9,072710965000001;48,823069465000003
37112;37113;08;4;35;057;2016;09;10;5;3;4;2;0;0;1;1;0;0;0;0;542113,241400000060000;5279630,835599999900000;9,560973309000000;47,668697772000002
37116;37117;08;4;26;021;2016;09;16;6;3;5;3;0;0;1;1;0;0;0;0;558560,779300000050000;5328017,646900000100000;9,786609945000000;48,102730725999997
37117;37118;08;1;35;025;2016;09;13;5;3;0;7;0;0;1;0;0;0;0;0;584221,671399999990000;5399622,632700000000000;10,145621762999999;48,743923455000001
37129;37130;08;3;15;130;2016;09;16;5;2;5;7;0;0;1;1;0;0;0;0;410141,538200000010000;5301866,623399999900000;7,798539493000000;47,863850266999997
37142;37143;08;4;36;082;2016;09;15;4;2;6;4;0;0;0;1;1;0;0;0;547706,115200000000000;5295145,288999999900000;9,637170064999999;47,807893579000002
37145;37146;08;1;17;024;2016;09;15;7;2;8;1;0;0;1;0;0;0;0;0;564984,455700000050000;5387173,468399999700000;9,882027538000001;48,634247029000001
37154;37155;08;1;15;021;2016;09;16;3;2;6;4;0;0;0;1;1;0;0;0;490212,475099999980000;5382532,980899999800000;8,867256371000000;48,595800973999999
37155;37156;08;2;31;000;2016;09;18;7;2;0;1;0;0;1;0;0;0;0;0;477695,260599999980000;5416153,002299999800000;8,695672238000000;48,897922090999998
37159;37160;08;1;19;044;2016;09;07;4;3;5;3;0;0;1;1;0;0;0;0;542169,155299999980000;5425834,178000000300000;9,576350475000000;48,983973059999997
37161;37162;08;4;25;072;2016;09;18;3;3;0;1;0;0;1;0;0;0;0;0;582768,002199999990000;5372321,065100000200000;10,120403584000000;48,498554914000003
37176;37177;08;2;21;000;2016;09;09;4;3;3;2;0;0;1;1;0;0;0;0;477507,413400000020000;5471324,508600000300000;8,690028968000000;49,394197194999997
37179;37180;08;1;35;020;2016;09;18;3;2;8;1;0;0;1;0;0;0;0;0;585893,092300000020000;5386927,741899999800000;10,165713648000001;48,629514323000002
37185;37186;08;4;35;016;2016;09;17;3;2;6;4;0;0;0;1;1;0;0;0;536818,357700000050000;5281607,642099999800000;9,490611892000000;47,686806971999999
37191;37192;08;1;15;034;2016;09;18;7;2;0;7;0;0;1;0;0;0;0;0;484483,612800000000000;5375338,695600000200000;8,789827257000001;48,530963677999999
37194;37195;08;1;17;037;2016;09;17;4;3;0;4;0;0;1;0;1;0;0;0;554676,099200000060000;5397534,672700000000000;9,743497221000000;48,728436205999998
37199;37200;08;3;17;127;2016;09;01;7;3;8;7;2;0;1;0;0;0;0;0;425211,306900000030000;5353042,627799999900000;7,991028348000000;48,326143336000001
37202;37203;08;1;27;012;2016;09;09;7;3;5;3;0;0;1;0;0;1;0;0;566660,815199999950000;5432367,595599999700000;9,912129082000000;49,040579952999998
37207;37208;08;3;37;125;2016;09;10;6;2;3;6;0;0;1;1;0;0;0;0;447726,995000000000000;5271038,940000000400000;8,304727952000000;47,590654123000000
37212;37213;08;3;17;096;2016;09;18;5;3;5;2;0;0;1;0;0;0;0;0;420241,336599999980000;5368031,550499999900000;7,921143753000000;48,460360704999999
37218;37219;08;3;16;011;2016;09;10;7;3;5;3;0;0;1;1;0;0;0;0;418785,266000000000000;5329995,114000000100000;7,908766456000000;48,118033322999999
37238;37239;08;3;17;088;2016;09;10;4;2;8;7;0;0;0;1;1;0;0;0;435797,677700000000000;5358551,510999999900000;8,132989994000001;48,376863139999998
37240;37241;08;1;27;014;2016;09;10;4;3;5;3;0;0;1;1;0;0;0;0;577626,915599999950000;5443646,585900000300000;10,064321037999999;49,140738953000003
37248;37249;08;1;19;068;2016;09;09;6;3;5;1;0;0;1;1;0;0;0;0;525775,161800000000000;5413606,589300000100000;9,351517039000001;48,874880842000003
37251;37252;08;1;11;000;2016;09;13;6;3;5;2;0;0;1;1;0;0;0;0;508066,577300000000000;5397166,903800000400000;9,109688554000000;48,727474196999999
37254;37255;08;2;36;043;2016;09;09;5;2;5;3;0;0;1;1;0;0;0;0;469444,992499999990000;5411213,098199999900000;8,583476661000001;48,853132834000000
37255;37256;08;4;35;016;2016;09;09;6;3;5;3;0;0;1;1;0;0;0;0;536192,292299999970000;5278320,642599999900000;9,481997351000000;47,657267937999997
37258;37259;08;1;16;077;2016;09;13;6;3;1;3;0;0;1;1;0;0;0;0;512614,325799999990000;5387054,278300000400000;9,171219539999999;48,636424798999997
37261;37262;08;4;36;055;2016;09;09;6;2;5;3;0;0;1;1;0;0;0;0;576219,968400000010000;5297653,197200000300000;10,018396004000000;47,827709550000002
37265;37266;08;3;36;069;2016;09;10;7;3;5;3;0;0;1;1;0;0;0;0;409245,131400000010000;5271897,128700000200000;7,792803653000000;47,594130528000001
37266;37267;08;2;12;000;2016;09;07;3;2;5;3;0;0;1;1;0;0;0;0;452755,370400000010000;5429517,405199999900000;8,353855973000000;49,016736469999998
37270;37271;08;4;37;076;2016;09;19;5;3;5;3;0;0;1;1;0;0;0;0;521722,897999999990000;5319750,956199999900000;9,291382134999999;48,030677294000000
37271;37272;08;1;18;011;2016;09;17;4;3;0;1;0;0;1;0;0;0;0;0;498969,068000000030000;5411057,858000000000000;8,985946617000000;48,852487818000000
37273;37274;08;4;26;070;2016;09;08;6;3;0;7;0;0;1;0;0;0;0;0;565209,962900000040000;5341703,966799999600000;9,878012803000001;48,225205133999999
37277;37278;08;3;17;089;2016;09;15;7;3;5;3;0;0;1;1;0;0;0;0;430242,914400000010000;5376048,760099999600000;8,055070303999999;48,533665563000000
37280;37281;08;4;35;036;2016;09;21;7;2;4;6;2;0;1;0;0;0;0;0;518424,400700000000000;5283739,059100000200000;9,245602305000000;47,706770761999998
37285;37286;08;2;12;000;2016;09;10;6;3;5;3;0;0;1;1;0;0;0;0;456364,333500000010000;5426307,283499999900000;8,403556188000000;48,988126848000000
37290;37291;08;1;16;011;2016;09;15;4;3;0;6;0;0;1;1;0;0;0;0;531370,105199999990000;5379321,366399999700000;9,425210168000000;48,566199802000000
37295;37296;08;3;17;011;2016;09;14;4;3;5;3;0;0;1;1;0;0;0;0;427921,464800000020000;5354458,065100000200000;8,027343268999999;48,339190602999999
37302;37303;08;1;27;032;2016;09;10;7;2;5;3;0;0;1;1;0;0;0;0;567166,256300000010000;5455564,905000000300000;9,922911140000000;49,249166934000002
37312;37313;08;2;21;000;2016;09;20;6;2;3;6;1;0;1;1;0;0;0;0;476928,893700000020000;5475870,877899999700000;8,681792242000000;49,435069360000000
37324;37325;08;3;36;091;2016;09;08;3;2;5;3;0;0;1;1;0;0;0;0;395332,554300000020000;5271603,489600000000000;7,607865018000000;47,589392641000003
37325;37326;08;1;18;050;2016;09;14;6;3;5;3;0;0;1;1;0;0;0;0;507915,255999999990000;5417972,315899999800000;9,108032396000001;48,914639151999999
37340;37341;08;1;11;000;2016;09;05;1;2;0;3;1;0;1;1;0;0;0;0;512808,923000000010000;5401835,714999999900000;9,174319484000000;48,769395250999999
37356;37357;08;4;35;035;2016;09;14;4;3;5;3;0;0;1;1;0;0;0;0;539253,408599999970000;5279982,658499999900000;9,522911959000000;47,672043160999998
37383;37384;08;3;35;002;2016;09;07;3;3;5;3;0;0;1;1;0;0;0;0;504596,532799999990000;5284986,654500000200000;9,061286472999999;47,718242635000003
37388;37389;08;4;35;036;2016;09;00;1;2;0;1;2;0;1;0;0;0;0;0;517911,423499999980000;5284446,284199999600000;9,238793307000000;47,713148498000002
37393;37394;08;2;22;000;2016;09;06;2;3;4;6;2;0;1;0;0;1;0;0;460857,306800000020000;5482845,505099999700000;8,459443691000001;49,496980223999998
37396;37397;08;2;12;000;2016;09;11;2;3;2;2;0;0;1;1;0;0;0;0;455982,521499999970000;5429403,452300000000000;8,398002016000000;49,015950150000002
37411;37412;08;3;17;065;2016;09;13;3;3;3;6;0;0;1;0;0;0;1;0;416422,497199999980000;5354413,679100000300000;7,872209486000000;48,337374756000003
37413;37414;08;2;15;108;2016;09;10;1;3;5;3;0;0;1;1;0;0;0;0;451327,327600000020000;5423838,493200000400000;8,335006834000000;48,965543512000004
37415;37416;08;4;36;024;2016;09;18;7;1;2;6;0;0;1;0;0;0;0;1;537643,213499999950000;5305060,368599999700000;9,503637555999999;47,897767565999999
37416;37417;08;3;17;096;2016;09;17;5;2;0;7;0;0;1;0;0;0;0;0;422049,621600000010000;5369651,846099999700000;7,945297177000000;48,475161814000003
37418;37419;08;1;11;000;2016;09;20;5;3;0;1;1;0;1;0;0;0;0;0;513372,341399999980000;5401490,369099999800000;9,181975905000000;48,766276689999998
37433;37434;08;3;26;074;2016;09;15;4;3;5;3;0;0;1;1;0;0;0;0;462919,926099999980000;5319832,757100000000000;8,502622236000001;48,030706139000003
37434;37435;08;4;25;104;2016;09;21;4;3;6;6;2;0;1;0;1;0;0;0;550138,486299999990000;5342087,403400000200000;9,675146660999999;48,230025148999999
37435;37436;08;2;16;015;2016;09;03;1;3;0;1;2;0;1;0;0;0;0;0;451372,552299999980000;5405095,454900000200000;8,337854073999999;48,796949709000003
37436;37437;08;1;36;033;2016;09;17;4;2;5;3;0;0;1;1;0;0;0;0;580520,185900000040000;5415579,893500000200000;10,098413827000000;48,887936621000001
37437;37438;08;4;26;021;2016;09;07;2;3;5;3;0;0;1;1;0;0;0;0;559290,407200000020000;5326082,015700000300000;9,796140731000000;48,085249961000002
37439;37440;08;4;36;005;2016;09;15;5;3;6;7;0;0;0;0;1;0;1;0;540654,591699999990000;5308377,073800000400000;9,544238500000001;47,927423922999999
37441;37442;08;4;15;060;2016;09;18;5;3;0;1;0;0;1;0;0;0;0;0;513381,016200000010000;5380460,050300000200000;9,181413494999999;48,577085943000000
37443;37444;08;4;36;095;2016;09;06;2;3;2;6;1;0;1;1;0;0;0;0;535594,365400000010000;5297072,397800000400000;9,475568751000001;47,826015994999999
37453;37454;08;3;17;096;2016;09;14;4;3;5;3;0;0;1;1;0;0;0;0;421204,568499999990000;5369398,927799999700000;7,933912954000000;48,472781507999997
37456;37457;08;3;16;049;2016;09;15;2;3;5;3;0;0;1;1;0;0;0;0;401852,045300000000000;5339550,526200000200000;7,679097241000000;48,201594720000003
37460;37461;08;3;35;063;2016;09;17;3;2;4;2;0;0;1;1;0;0;0;0;498770,767899999980000;5290670,824500000100000;8,983594341000000;47,769401662999996
37467;37468;08;1;25;038;2016;09;10;5;3;6;4;0;0;0;1;1;0;0;0;500164,011799999980000;5434855,169999999900000;9,002245352999999;49,066561657000001
37471;37472;08;2;12;000;2016;09;07;4;3;5;2;0;0;1;1;0;0;0;0;455235,006999999980000;5429144,411000000300000;8,387807934000000;49,013566267000002
37478;37479;08;4;35;016;2016;09;07;3;3;5;3;0;0;1;1;0;0;0;0;537381,784400000000000;5278855,162499999600000;9,497883741000001;47,662009576999999
37484;37485;08;2;36;004;2016;09;06;4;3;5;3;1;0;1;1;0;0;0;0;472748,515599999980000;5413138,411999999500000;8,628380762000001;48,870606160000001
37495;37496;08;1;26;066;2016;09;08;4;1;0;4;0;0;0;0;1;0;1;0;536457,211000000010000;5449569,326600000300000;9,500426627000000;49,197837425000003
37501;37502;08;4;36;064;2016;09;16;7;3;5;3;0;0;1;1;0;0;0;0;546443,018799999960000;5291382,217100000000000;9,619898227000000;47,774129659000003
37507;37508;08;4;35;016;2016;09;18;3;3;0;7;0;0;1;0;0;0;0;0;538489,160000000030000;5283782,264999999700000;9,513066670000001;47,706275366000000
37512;37513;08;3;26;075;2016;09;18;4;2;5;3;0;0;1;1;0;0;0;0;460313,191899999980000;5317139,642400000200000;8,467907401000000;48,006320115000001
37514;37515;08;1;19;083;2016;09;19;2;3;6;4;0;0;0;1;1;0;0;0;533968,465500000050000;5419777,453099999600000;9,463765814000000;48,929995935000001
37520;37521;08;4;35;036;2016;09;17;2;3;0;1;0;0;1;0;0;0;0;0;519768,284700000020000;5282583,269100000200000;9,263464057000000;47,696331731000001
37528;37529;08;2;16;017;2016;09;18;3;3;2;6;0;0;1;1;0;0;0;0;449084,560699999970000;5401822,992399999900000;8,307106819000000;48,767329758000002
37538;37539;08;4;26;097;2016;09;12;5;2;0;1;0;0;1;0;0;0;0;0;535438,763000000040000;5334107,489000000100000;9,476547918000000;48,159225204999998
37541;37542;08;3;35;075;2016;09;13;3;3;7;1;0;0;1;0;0;0;0;0;487743,356900000010000;5289327,686599999700000;8,836457802000000;47,757201356000003
37553;37554;08;2;15;102;2016;09;07;2;3;5;3;0;0;1;1;0;0;0;0;456673,754000000020000;5438199,072999999900000;8,406513857000000;49,095116103000002
37563;37564;08;4;35;016;2016;09;19;3;2;5;7;1;0;1;1;0;0;0;0;530035,635299999970000;5282193,863599999800000;9,400273665000000;47,692432310999997
37565;37566;08;4;36;083;2016;09;14;1;2;4;6;0;0;1;0;0;0;0;0;529124,469000000040000;5302211,355399999800000;9,389474154000000;47,872577851000003
37578;37579;08;4;35;053;2016;09;08;7;2;2;6;0;0;1;0;0;0;0;0;508420,805999999980000;5292859,632000000200000;9,112428659000001;47,789041648000001
37581;37582;08;1;18;077;2016;09;12;1;3;0;7;0;0;1;0;0;0;0;0;514000,866800000020000;5423129,659500000100000;9,191269440999999;48,960925172000003
37584;37585;08;2;26;006;2016;09;17;4;3;0;7;0;0;1;0;0;0;0;0;483757,420999999970000;5466625,134999999800000;8,776351553000000;49,352125328000000
37587;37588;08;1;11;000;2016;09;16;3;3;6;7;0;0;1;0;1;0;0;0;512471,691300000010000;5399587,654600000000000;9,169661922000000;48,749178653000001
37589;37590;08;1;19;087;2016;09;09;4;3;0;1;0;0;1;0;0;0;0;0;526454,423900000050000;5426438,327899999900000;9,361613195000000;48,990280689999999
37597;37598;08;1;36;037;2016;09;19;4;2;4;2;0;0;1;1;0;0;0;0;603908,785999999960000;5415822,951000000400000;10,417439921000000;48,886642594999998
37607;37608;08;1;16;072;2016;09;19;6;3;0;1;0;0;1;0;0;0;0;0;530590,700300000030000;5393377,618599999700000;9,415683242000000;48,692687829999997
37609;37610;08;1;17;061;2016;09;11;4;3;0;1;0;0;1;0;0;0;0;0;566512,611999999960000;5394950,210000000000000;9,904016912000000;48,704038250000004
37613;37614;08;1;36;065;2016;09;12;1;3;0;1;0;0;1;0;0;0;0;0;558981,492100000030000;5402176,887400000400000;9,802701970999999;48,769800910000001
37615;37616;08;3;17;041;2016;09;13;4;3;0;7;0;0;1;0;0;0;0;0;440443,518199999990000;5348356,982200000400000;8,197163297000000;48,285611078000002
37618;37619;08;3;17;034;2016;09;07;2;3;0;1;0;0;1;0;0;0;0;0;426005,179000000000000;5363064,464999999900000;7,999972960000000;48,416385544999997
37621;37622;08;4;35;057;2016;09;08;5;2;6;4;0;0;0;0;1;1;0;0;544502,658199999950000;5279842,990199999900000;9,592821660000000;47,670446552000001
37627;37628;08;3;35;025;2016;09;12;1;3;0;7;0;0;1;0;0;0;0;0;497874,005999999990000;5282628,608400000300000;8,971665200000000;47,697038634000002
37632;37633;08;2;15;108;2016;09;16;3;3;0;1;0;0;1;0;0;0;0;0;450590,382199999990000;5424355,385499999900000;8,324876231999999;48,970134504000001
37641;37642;08;3;17;096;2016;09;18;5;3;5;3;0;0;1;1;0;0;0;0;421412,581400000020000;5369645,589499999800000;7,936680459000000;48,475026235000001
37647;37648;08;1;16;077;2016;09;13;1;3;9;1;0;0;1;0;0;0;0;0;515923,563000000020000;5391652,718999999600000;9,216313823000000;48,677717258000001
37651;37652;08;2;11;000;2016;09;13;2;3;5;3;0;0;1;1;0;0;0;0;442247,666900000010000;5404107,351900000100000;8,213753301000001;48,787280950000003
37652;37653;08;1;19;020;2016;09;13;2;3;5;1;0;0;1;1;0;0;0;0;519084,145200000030000;5406512,888500000400000;9,259936860000000;48,811309608000002
37662;37663;08;4;37;104;2016;09;12;4;3;0;7;0;0;1;0;0;0;0;0;516862,007999999970000;5323469,008100000200000;9,226327244000000;48,064275627000001
37667;37668;08;4;36;081;2016;09;16;2;3;5;3;0;0;1;1;0;0;0;0;558003,742100000030000;5278864,556800000400000;9,772525318000000;47,660573575000001
37670;37671;08;1;36;042;2016;09;17;2;3;4;2;0;0;1;1;0;0;0;0;546498,561600000020000;5404037,633999999600000;9,633039663000000;48,787597067000000
37675;37676;08;3;25;057;2016;09;07;4;3;7;7;0;0;1;0;0;0;0;0;472550,297399999980000;5357078,027900000100000;8,629388050999999;48,366276810000002
37679;37680;08;4;36;064;2016;09;07;4;3;5;3;0;0;1;1;0;0;0;0;538932,835800000000000;5292975,009800000100000;9,519803565000000;47,788957869000001
37684;37685;08;1;11;000;2016;09;13;6;3;5;3;0;0;1;1;0;0;0;0;513947,054500000030000;5403714,755400000100000;9,189872224000000;48,786274472000002
37690;37691;08;1;17;018;2016;09;20;2;2;8;1;1;0;1;0;0;0;0;0;540722,778500000010000;5396789,618200000400000;9,553694254000000;48,722802000999998
37699;37700;08;3;26;065;2016;09;19;5;2;3;6;0;0;1;0;0;0;0;0;456797,870000000000000;5324389,534099999800000;8,420047256000000;48,071317002000001
