OBJECTID;UIDENTSTLA;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstig;LICHT;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
46761;08170510337010768610;08;3;37;053;2017;05;12;4;2;0;1;1;0;0;0;0;0;0;452151,725900000020000;5268745,362200000300000;8,363826484000072;47,570359741000061
46764;08170510336300781140;08;3;36;081;2017;05;20;4;3;4;1;1;0;0;1;0;1;0;413154,524399999990000;5279123,819400000400000;7,843360651000069;47,659676841000078
46765;08170513299200803100;08;2;12;000;2017;05;13;7;3;6;4;0;1;1;0;0;0;0;455716,678499999980000;5428012,687300000300000;8,394518186000028;49,003421058000072
46770;08170510335100745560;08;3;35;043;2017;05;18;4;3;5;2;1;1;0;0;0;0;0;513549,606299999980000;5279441,547199999900000;9,180486908000034;47,668223999000077
46774;08170526299200804330;08;2;15;107;2017;05;10;6;2;5;3;1;1;0;0;0;0;0;463015,042499999980000;5455299,447499999800000;8,491801315000032;49,249347748000048
46783;08170526221000808700;08;2;21;000;2017;05;13;6;3;3;6;1;1;0;0;0;0;0;477561,575900000000000;5474062,219300000000000;8,690620677000027;49,418824488000041
46792;08170524199200783950;08;1;15;015;2017;05;15;4;2;5;3;1;0;0;1;0;0;0;490957,707500000020000;5390628,988300000300000;8,877186951000056;48,668645262000041
46800;08170523222700698540;08;2;22;000;2017;05;18;3;3;1;5;1;1;0;0;0;0;0;465421,891000000000000;5480611,567400000100000;8,522673037000061;49,477164339000069
46801;08170523222600729280;08;2;22;000;2017;05;15;3;3;5;3;1;1;0;0;0;0;0;462939,347000000010000;5482899,285000000100000;8,488190152000072;49,497594718000073
46805;08170523221000808180;08;2;21;000;2017;05;13;3;3;3;6;1;0;0;0;0;0;0;477727,465499999990000;5473235,528699999700000;8,692954305000058;49,411394637000058
46807;08170523215102720780;08;2;15;109;2017;05;13;3;3;4;6;1;0;0;0;0;0;0;463276,993499999980000;5434042,081700000000000;8,497339002000047;49,058152929000073
46809;08170523212702772350;08;2;15;110;2017;05;17;3;3;4;6;1;0;0;0;0;0;0;461480,728000000000000;5420287,564000000200000;8,474057160000029;48,934318014000041
46812;08170523127100686860;08;1;27;100;2017;05;15;3;2;8;1;1;0;0;0;0;0;0;553578,068699999950000;5437532,835599999900000;9,733817121000072;49,088316119000069
46814;08170523126010763520;08;1;21;000;2017;05;13;3;2;0;7;1;0;0;0;0;0;0;516452,165700000010000;5441942,673399999700000;9,225521012000058;49,130096799000057
46819;08170526216200800490;08;2;16;063;2017;05;23;6;3;4;6;1;0;0;0;0;2;0;427849,810600000030000;5400273,797399999600000;8,018438726000056;48,751295803000062
46823;08170526215502691700;08;2;15;107;2017;05;20;6;2;1;5;1;1;0;0;0;0;0;462663,516400000020000;5456343,106800000200000;8,486874008000029;49,258713967000062
46827;08170526211100731570;08;2;11;000;2017;05;15;6;3;0;4;0;0;1;0;1;0;0;442499,697500000010000;5403088,377299999800000;8,217326679000053;48,778138508000040
46832;08170526135100776730;08;1;35;019;2017;05;23;6;3;0;1;1;0;0;0;0;2;0;584903,843600000020000;5392300,557799999600000;10,153392631000031;48,677974325000037
46834;08170523117010726350;08;1;17;020;2017;05;13;3;2;0;1;1;0;0;0;0;0;0;549756,248200000030000;5390127,401999999800000;9,675708810000060;48,662216580000063
46838;08170523116200785040;08;1;16;078;2017;05;16;3;3;0;1;1;0;0;0;0;0;0;509779,042499999980000;5393369,914300000300000;9,132884458000035;48,693291784000053
46840;08170523115100708200;08;1;15;003;2017;05;13;3;3;0;7;1;0;0;0;0;0;0;500701,396200000020000;5392459,186800000300000;9,009529529000076;48,685175024000046
46842;08170523111500752800;08;1;11;000;2017;05;12;3;3;6;4;0;1;1;0;0;0;0;515378,497900000020000;5405923,599200000100000;9,209442162000073;48,806111208000061
46844;08170523111230687780;08;1;11;000;2017;05;08;3;3;1;5;1;1;0;0;0;0;0;515989,573600000000000;5398801,105299999900000;9,217487500000061;48,742022502000054
46848;08170522436300715410;08;4;36;052;2017;05;19;2;3;0;7;1;0;0;0;0;0;0;570426,997500000060000;5291880,735100000200000;9,940068305000068;47,776439330000073
46851;08170522435200688040;08;4;35;034;2017;05;17;2;3;6;4;0;1;1;0;0;0;0;528858,402600000030000;5285366,200799999800000;9,384795520000068;47,721028896000064
46853;08170522435112702170;08;4;35;016;2017;05;08;2;3;0;7;1;0;0;0;0;0;0;532128,057900000010000;5280390,126199999800000;9,428025037000055;47,676102647000050
46854;08170522435100712000;08;4;35;016;2017;05;16;2;3;4;2;1;1;0;0;0;0;0;532616,442900000020000;5278726,005599999800000;9,434407078000049;47,661105350000071
46861;08170522417200753690;08;4;17;054;2017;05;17;2;3;5;3;1;0;0;0;1;0;0;478125,090199999980000;5345796,868900000100000;8,705240092000054;48,265002910000078
46862;08170522417100738710;08;4;17;079;2017;05;10;2;3;0;1;1;0;0;0;0;0;0;500727,799500000020000;5344370,268400000400000;9,009804561000067;48,252545448000035
46872;08170522335210722400;08;3;35;061;2017;05;15;2;2;8;1;1;0;0;0;0;0;0;496488,195100000010000;5279772,823400000100000;8,953218389000028;47,671337142000027
46876;08170524121200748290;08;1;21;000;2017;05;20;4;3;5;2;1;1;0;0;0;0;1;515919,291700000000000;5442195,139299999900000;9,218226570000070;49,132381853000027
46879;08170526127202712390;08;1;27;014;2017;05;14;6;3;5;3;1;1;0;0;0;0;0;578617,351000000020000;5442535,516800000300000;10,077681441000038;49,130620247000081
46886;08170526126200750200;08;1;26;066;2017;05;11;6;3;0;7;1;0;0;0;0;0;0;536122,381000000050000;5448953,656000000400000;9,495775444000060;49,192319305000069
46890;08170526119300751230;08;1;36;042;2017;05;11;6;3;5;3;1;1;0;0;0;0;0;545919,432700000000000;5403892,315899999800000;9,625139555000033;48,786332902000026
46893;08170524119300750130;08;1;19;084;2017;05;08;4;3;7;7;1;0;0;0;1;0;0;546347,733800000050000;5414830,822800000200000;9,632206974000042;48,884696580000082
46894;08170522335100761140;08;3;35;043;2017;05;07;2;3;0;1;1;0;0;0;0;0;0;514286,798200000020000;5279803,212799999900000;9,190318414000046;47,671462275000067
46896;08170522335010807880;08;3;35;075;2017;05;07;2;2;0;1;1;0;0;0;0;0;0;487633,017100000000000;5289583,357599999800000;8,834978254000021;47,759499656000060
46904;08170522325010806000;08;3;27;050;2017;05;17;2;1;0;1;1;0;0;0;0;0;0;483909,300999999980000;5312337,620000000100000;8,784443249000049;47,964145328000029
46905;08170522325010805990;08;4;17;015;2017;05;15;2;1;6;4;0;0;1;0;1;0;0;482677,429200000010000;5343158,930999999900000;8,766689317000044;48,241411008000057
46906;08170522317200687260;08;3;17;057;2017;05;17;2;2;0;7;1;0;0;0;0;0;0;412853,325100000020000;5373526,530299999800000;7,820084828000063;48,508805327000061
46913;08170522311010696070;08;3;11;000;2017;05;09;2;3;0;7;1;0;0;0;0;0;0;416093,320499999970000;5315568,110799999900000;7,875433125000029;47,987908073000028
46919;08170526118400747530;08;1;18;048;2017;05;15;6;3;5;3;1;1;0;0;0;0;0;513823,603699999980000;5416614,426900000300000;9,188626901000021;48,902320248000080
46928;08170522235010790930;08;2;31;000;2017;05;09;2;2;6;2;0;0;1;0;1;0;0;477770,055999999980000;5414941,590200000400000;8,696758650000049;48,887027329000034
46935;08170526117010726390;08;1;17;026;2017;05;13;6;2;0;7;1;0;0;0;0;0;0;553314,077799999970000;5400600,086199999800000;9,725374442000032;48,756128528000033
46950;08170522221000808170;08;2;21;000;2017;05;16;2;3;6;4;0;1;1;0;0;0;0;477022,524600000000000;5475093,382899999600000;8,683128674000045;49,428079491000062
46962;08170522136200739040;08;1;36;019;2017;05;18;2;3;5;3;1;0;0;0;1;0;0;582269,039800000030000;5424551,129499999800000;10,124075948000041;48,968394219000061
46965;08170522127202712380;08;1;27;014;2017;05;19;2;3;5;3;1;1;0;0;0;0;0;578350,405900000010000;5443399,393500000200000;10,074190738000027;49,138423896000063
46971;08170525435100746180;08;4;35;035;2017;05;02;5;3;0;1;1;0;0;0;0;2;0;542243,003000000030000;5283251,841000000000000;9,563052220000031;47,701268395000056
46974;08170525435100730290;08;4;35;016;2017;05;15;5;2;0;7;1;0;0;0;0;0;0;533144,765900000000000;5280329,262000000100000;9,441565068000045;47,675503700000036
46975;08170522118400708400;08;1;18;048;2017;05;18;2;3;5;2;1;1;0;0;0;0;0;513175,308900000000000;5415301,464100000400000;9,179738436000037;48,890523312000028
46977;08170522118010717100;08;1;15;022;2017;05;14;2;2;5;3;1;1;0;0;0;0;0;496433,255699999980000;5385045,357900000200000;8,951604262000046;48,618469240000081
46982;08170525426010765340;08;4;25;071;2017;05;23;5;2;6;4;0;1;1;0;0;2;0;552993,020000000020000;5366862,757000000200000;9,716699468000059;48,452670843000078
46985;08170524111500752820;08;1;11;000;2017;05;20;4;3;0;7;1;0;0;0;0;1;0;512892,359999999990000;5402835,055999999900000;9,175486320000061;48,778383529000052
46986;08170525417200776340;08;4;17;057;2017;05;21;5;3;0;7;1;0;0;0;0;0;0;481802,655000000030000;5339949,978799999700000;8,755045252000059;48,212516364000066
46988;08170525416100712200;08;4;16;049;2017;05;15;5;3;0;7;1;0;0;0;0;0;0;488631,770399999980000;5370518,631199999700000;8,846146002000069;48,487689537000051
46991;08170526335300704340;08;3;35;075;2017;05;13;6;3;5;3;1;1;0;0;0;0;0;487631,785700000010000;5289573,702600000400000;8,834962098000062;47,759412762000068
46995;08170524111210713230;08;1;11;000;2017;05;07;4;3;5;3;1;0;0;0;0;0;0;508876,356199999980000;5397448,057900000400000;9,120705880000060;48,729992458000027
46997;08170523436500702210;08;4;36;081;2017;05;14;3;2;0;7;1;0;0;0;0;0;0;556378,962700000030000;5274890,030799999800000;9,750375291000069;47,624958513000081
47000;08170522116010688460;08;1;16;007;2017;05;10;2;3;5;3;1;1;0;0;0;0;0;532791,971000000020000;5400560,262000000100000;9,446165598000050;48,757189472000050
47005;08170522111500733600;08;1;11;000;2017;05;10;2;2;6;4;0;1;1;0;0;0;0;508142,456100000010000;5397430,839800000200000;9,110725557000023;48,729847585000073
47009;08170522111230687740;08;1;11;000;2017;05;14;2;3;0;1;1;0;0;0;0;0;0;509100,587400000020000;5397930,787600000400000;9,123765757000058;48,734331867000037
47032;08170521335400699190;08;3;35;079;2017;05;15;1;3;4;6;1;0;0;0;0;0;0;503832,849200000000000;5296834,486499999600000;9,051208679000069;47,824849005000033
47034;08170525337200717490;08;3;37;128;2017;05;09;5;3;3;6;1;0;0;0;0;0;0;443488,743599999990000;5282001,496199999900000;8,246944652000025;47,688928484000030
47035;08170525336400692100;08;3;36;091;2017;05;23;5;3;2;6;1;0;0;0;1;2;0;393401,495100000000000;5275715,722900000400000;7,581188722000036;47,626067818000081
47036;08170525336300885050;08;3;36;079;2017;05;16;5;2;0;1;1;0;0;0;0;0;0;416683,118900000000000;5293728,550400000100000;7,887552188000029;47,791524004000053
47037;08170523421310736810;08;4;25;141;2017;05;17;3;3;5;2;1;1;0;0;0;0;0;566542,174200000010000;5363284,929800000000000;9,899354440000025;48,419199936000041
47040;08170523416100729710;08;4;16;048;2017;05;18;3;3;0;7;1;0;0;0;0;0;0;497599,742900000010000;5375918,654099999900000;8,967484559000070;48,536368438000068
47041;08170525335100745600;08;3;35;043;2017;05;16;5;3;5;2;1;1;0;0;0;0;0;513551,848000000000000;5279442,412100000300000;9,180516795000074;47,668231734000074
47042;08170525335100731800;08;3;35;043;2017;05;22;5;3;0;1;1;0;0;0;0;2;0;513794,071200000010000;5280023,414099999700000;9,183761652000044;47,673454270000036
47044;08170526337010705910;08;3;37;126;2017;05;11;6;3;0;1;1;0;0;0;0;0;0;443145,590499999990000;5273772,832800000000000;8,243442351000056;47,614865519000034
47047;08170525335010807920;08;4;35;059;2017;05;21;5;2;0;1;1;0;0;0;0;2;0;513625,549799999980000;5291695,042799999900000;9,181881877000024;47,778474182000082
47055;08170521325010805980;08;4;17;057;2017;05;11;1;2;6;4;0;1;1;0;0;0;0;480802,085800000000000;5339452,958999999800000;8,741599209000071;48,208015309000075
47056;08170527215402728890;08;2;15;009;2017;05;20;7;3;0;7;1;0;0;0;0;0;0;469900,881200000000000;5440620,036100000100000;8,587513555000044;49,117682500000058
47067;08170521311010696060;08;3;11;000;2017;05;17;1;2;2;6;1;0;0;1;0;0;0;415245,809300000020000;5320417,456299999700000;7,863118125000028;48,031418122000048
47071;08170525327200738250;08;3;27;049;2017;05;16;5;3;6;4;0;0;1;1;0;0;0;472619,670400000000000;5324562,588700000200000;8,632424869000033;48,073749644000031
47072;08170525326400711160;08;3;26;074;2017;05;01;5;3;0;1;1;0;0;0;0;2;0;458464,533000000000000;5323934,760999999900000;8,442463898000028;48,067336310000030
47074;08170525325202711360;08;3;25;049;2017;05;22;5;3;0;1;1;0;0;0;0;2;0;474558,298000000010000;5334438,103199999800000;8,657860617000040;48,162678381000035
47075;08170523415300688230;08;4;15;019;2017;05;17;3;3;5;2;1;1;0;0;0;0;0;518721,939000000010000;5369718,213999999700000;9,253340080000044;48,480312663000063
47081;08170525317100687510;08;3;17;116;2017;05;14;5;2;0;7;1;0;0;0;0;0;0;433188,529600000010000;5388062,595300000200000;8,093034398000043;48,642052218000060
47087;08170525311010696130;08;3;11;000;2017;05;23;5;3;5;3;1;1;0;0;0;2;0;414601,399800000010000;5317823,904000000100000;7,854992667000033;48,008002339000029
47088;08170526317000806840;08;3;17;122;2017;05;14;6;2;5;2;1;1;0;0;0;0;0;414781,669999999980000;5368282,453599999700000;7,847257482000032;48,461901588000046
47099;08170521235010790900;08;2;31;000;2017;05;17;1;3;3;2;1;1;0;0;0;0;0;479705,624900000000000;5416079,797500000300000;8,723105105000059;48,897332686000027
47101;08170521235010790880;08;2;36;046;2017;05;16;1;2;3;2;1;1;0;0;0;0;0;485507,799400000020000;5416691,852099999800000;8,802247217000058;48,903001460000041
47111;08170521216300775220;08;2;16;024;2017;05;16;1;3;0;7;1;0;0;0;0;0;0;445238,326400000020000;5408477,900700000100000;8,253881726000031;48,826865249000036
47118;08170521135010782590;08;1;17;026;2017;05;14;1;2;5;3;1;1;0;0;0;0;0;548666,288900000040000;5394658,383100000200000;9,661441293000053;48,703060958000037
47121;08170521121400787780;08;1;25;046;2017;05;10;1;3;5;3;1;1;0;0;0;0;0;517433,536599999990000;5431478,868599999700000;9,238521995000042;49,035943543000030
47123;08170521119400756480;08;1;19;091;2017;05;12;1;3;0;7;1;0;0;0;0;0;0;528611,349799999970000;5407186,380099999700000;9,389747124000053;48,817002493000075
47125;08170525235200693160;08;2;35;006;2017;05;13;5;3;6;6;0;1;1;0;0;0;0;468530,497199999980000;5381086,056200000500000;8,573309007000034;48,582070030000068
47131;08170526335010807640;08;4;36;064;2017;05;12;6;2;5;3;1;0;0;1;0;0;0;538228,913599999970000;5288506,284199999600000;9,510012452000069;47,748794052000051
47136;08170521117400764660;08;1;17;011;2017;05;16;1;3;0;7;1;0;0;0;0;0;0;546457,432099999980000;5400607,273600000000000;9,632092272000023;48,756742590000044
47148;08170527216300775250;08;2;16;033;2017;05;10;7;3;6;7;0;1;1;0;0;0;0;446995,916000000030000;5413142,807599999900000;8,277222860000052;48,868979226000079
47149;08170523337010768710;08;3;37;126;2017;05;12;3;2;0;1;1;0;0;0;0;0;0;444073,879499999980000;5274409,481900000000000;8,255712656000071;47,620674267000027
47150;08170520437100782360;08;4;37;100;2017;05;13;7;3;8;1;1;0;0;0;0;0;0;537111,137400000010000;5318107,478400000400000;9,497644996000076;48,015182327000048
47155;08170520426010765300;08;4;21;000;2017;05;14;7;2;5;3;1;1;0;0;0;0;0;571411,437000000030000;5361243,027200000400000;9,964808303000041;48,400299338000082
47157;08170520416010767160;08;4;15;050;2017;05;23;7;1;6;6;0;1;1;0;0;2;0;517863,116099999980000;5375849,497899999800000;9,241981303000046;48,535496576000071
47158;08170520415400732920;08;4;15;061;2017;05;23;7;3;0;1;1;0;0;0;0;2;0;516603,223600000030000;5379027,816900000000000;9,225041161000036;48,564124145000051
47171;08170525211010752490;08;3;17;126;2017;05;11;5;2;8;1;1;0;0;0;0;0;0;438247,172100000030000;5382519,756699999800000;8,162522668000065;48,592713209000067
47172;08170525211010752480;08;2;16;063;2017;05;11;5;1;0;7;1;0;0;0;0;0;0;424540,828700000010000;5400279,172399999600000;7,973428352000042;48,750951961000055
47178;08170523335010807600;08;4;35;016;2017;05;10;3;3;3;6;1;0;0;0;0;0;0;537037,056300000050000;5278744,513299999800000;9,493283144000031;47,661033855000028
47189;08170520317200697130;08;3;17;057;2017;05;18;7;3;6;4;0;1;1;0;0;0;0;413377,841100000020000;5381003,156000000400000;7,825630040000021;48,576125990000037
47211;08170525121400787790;08;1;25;108;2017;05;12;5;3;5;3;1;1;0;0;0;0;0;496042,248599999990000;5435568,839900000000000;8,945810666000057;49,072968781000043
47216;08170523326200706530;08;3;26;074;2017;05;17;3;3;5;3;1;0;0;0;1;0;0;464769,140799999990000;5323727,089700000400000;8,527105348000021;48,065847393000070
47217;08170525116100746750;08;1;16;019;2017;05;11;5;3;6;7;0;1;1;0;0;0;0;523738,764399999990000;5397627,086799999700000;9,322821602000033;48,731214037000029
47221;08170525111500794980;08;1;11;000;2017;05;10;5;3;5;3;1;1;0;0;0;0;0;516598,200399999970000;5407346,175400000100000;9,226110889000040;48,818877099000076
47228;08170520199200783890;08;1;15;051;2017;05;19;7;2;8;1;1;0;0;0;0;0;0;504860,320799999990000;5384307,438199999700000;9,065939107000077;48,611822043000075
47237;08170520119010801960;08;1;19;087;2017;05;05;7;2;5;3;1;0;0;0;1;0;0;529065,592300000020000;5423801,765999999800000;9,397116699000037;48,966446284000028
47239;08170520119010801950;08;1;36;028;2017;05;09;7;2;6;4;0;1;1;0;0;0;0;568671,621999999970000;5404482,021400000000000;9,934946694000075;48,789541180000072
47242;08170520116100734560;08;1;16;037;2017;05;11;7;3;4;6;1;1;0;0;0;0;0;534501,432999999960000;5397438,051199999600000;9,469162146000031;48,729010556000048
47249;08170519436400749210;08;4;36;082;2017;05;19;6;3;5;3;1;1;0;0;0;0;0;547296,845500000050000;5294301,145399999800000;9,631612066000059;47,800329072000068
47255;08170524435100801830;08;4;35;016;2017;05;15;4;3;3;2;1;1;0;0;0;0;0;531144,809899999990000;5279671,745000000100000;9,414874873000031;47,669687153000041
47256;08170524435100801800;08;4;35;016;2017;05;14;4;2;0;7;1;0;0;0;0;0;0;533466,582900000040000;5279987,035400000400000;9,445826055000055;47,672407962000079
47257;08170524426100686770;08;4;26;021;2017;05;10;4;3;3;2;1;1;0;0;0;0;0;558427,599599999960000;5327131,658699999600000;9,784699891000059;48,094772440000042
47258;08170519421300715290;08;4;21;000;2017;05;12;6;3;0;7;1;0;0;0;0;0;0;571956,454000000030000;5361394,593200000000000;9,972196670000074;48,401600737000081
47261;08170524421300715320;08;4;21;000;2017;05;19;4;2;0;1;1;0;0;0;0;0;0;570137,854999999980000;5361535,205000000100000;9,947652794000021;48,403070559000071
47264;08170524416010767210;08;4;15;050;2017;05;18;4;2;5;3;1;1;0;0;0;0;0;520113,433000000020000;5376594,294999999900000;9,272500665000052;48,542128841000078
47269;08170519337010768670;08;3;37;065;2017;05;09;6;3;5;3;1;1;0;0;0;0;1;448534,895000000020000;5275173,105700000200000;8,314987326000050;47,627914496000074
47286;08170519299200804190;08;2;12;000;2017;05;10;6;3;0;7;1;0;0;0;0;0;1;454640,895599999990000;5428265,436400000000000;8,379781763000040;49,005616435000036
47300;08170524335010807620;08;4;36;009;2017;05;17;4;2;6;4;0;1;1;0;0;0;0;556362,798100000010000;5307560,710099999800000;9,754399475000071;47,918890503000057
47313;08170519216100798730;08;2;16;043;2017;05;09;6;3;6;2;0;0;1;0;1;0;1;441871,975800000010000;5411114,196499999600000;8,207646281000052;48,850272800000027
47316;08170527215202721730;08;2;15;100;2017;05;21;7;2;5;3;1;1;0;0;0;1;0;472902,988000000010000;5450320,998999999800000;8,628001259000030;49,205084009000075
47317;08170519211010752440;08;2;16;043;2017;05;13;6;3;6;3;0;1;1;0;0;0;1;439390,536299999980000;5414285,958300000100000;8,173355146000063;48,878565051000066
47334;08170519127100707050;08;1;27;076;2017;05;18;6;3;5;3;1;1;0;0;0;0;1;555161,108000000010000;5438648,455600000000000;9,755649129000062;49,098210911000081
47337;08170519121600801050;08;1;25;098;2017;05;23;6;3;6;4;1;0;1;0;0;2;0;519990,212000000000000;5437447,150999999600000;9,273796274000063;49,089553125000066
47338;08170519121200716860;08;1;21;000;2017;05;18;6;3;5;3;1;1;0;0;0;0;1;516627,384700000000000;5442279,664900000200000;9,227936735000071;49,133123436000062
47344;08170519118100796600;08;1;18;015;2017;05;08;6;3;5;3;1;1;0;0;0;0;0;507196,168200000010000;5429556,225499999700000;9,098422719000041;49,018852787000071
47348;08170519116200774920;08;1;16;080;2017;05;12;6;3;5;3;1;1;0;0;0;0;1;518143,736299999990000;5397593,979899999700000;9,246734645000061;48,731104244000051
47356;08170524311010784580;08;3;36;084;2017;05;10;4;3;0;1;1;0;0;0;0;0;0;405610,912699999990000;5276805,510599999700000;7,743416448000062;47,637765632000026
47366;08170518436211938470;08;4;36;005;2017;05;15;5;3;4;6;1;0;0;0;0;0;0;542248,928300000030000;5308739,004499999800000;9,565616155000043;47,930577038000081
47371;08170518417100792010;08;4;17;079;2017;05;13;5;3;5;3;1;1;0;0;0;0;0;502055,146000000010000;5342677,357699999600000;9,027677709000045;48,237311753000029
47375;08170518336200746240;08;3;36;105;2017;05;06;5;3;5;3;1;0;0;1;0;0;1;401460,927000000030000;5267170,469999999700000;7,690347790000033;47,550475563000077
47378;08170518335010807530;08;4;35;016;2017;05;10;5;1;5;3;1;1;0;0;0;0;0;536197,239100000010000;5277923,344300000000000;9,482030328000064;47,653693005000036
47382;08170524222014705890;08;2;22;000;2017;05;19;4;2;5;5;1;0;0;1;0;0;0;462938,218300000010000;5482568,497600000400000;8,488205592000043;49,494619388000046
47384;08170524222014698730;08;2;22;000;2017;05;15;4;3;6;4;0;0;1;0;1;0;0;463911,140799999990000;5481998,685399999800000;8,501692385000069;49,489552865000064
47386;08170518317000806790;08;3;17;057;2017;05;08;5;3;5;3;1;1;0;0;0;0;0;411895,003000000030000;5380958,758000000400000;7,805540556000040;48,575519896000060
47395;08170528311500701880;08;3;15;039;2017;05;00;1;3;2;1;1;1;0;0;0;2;0;447280,148999999980000;5304790,887000000100000;8,294694985000035;47,894281318000026
47396;08170528311010778120;08;3;11;000;2017;05;18;1;2;6;4;0;1;1;0;0;0;0;411872,098899999980000;5317739,872000000400000;7,818423950000067;48,006875919000038
47401;08170528435100746210;08;4;35;016;2017;05;18;1;3;3;7;1;1;0;0;0;0;0;533773,805700000030000;5279652,438699999800000;9,449892728000066;47,669381477000059
47426;08170528126010763580;08;1;25;038;2017;05;13;1;1;3;2;1;1;0;0;0;0;0;501405,419300000010000;5433219,302500000200000;9,019234776000076;49,051844591000076
47428;08170528119500770450;08;1;19;089;2017;05;14;1;2;0;1;1;0;0;0;0;0;0;532436,452099999990000;5410434,398099999900000;9,442108585000028;48,846032467000043
47440;08170528111370771510;08;1;11;000;2017;05;10;1;3;0;2;1;1;0;0;0;0;0;507485,477000000010000;5405699,280000000300000;9,101942060000056;48,804238443000031
47448;08170527426010765380;08;4;26;021;2017;05;21;7;2;7;1;1;0;0;0;0;2;0;563921,629599999990000;5326219,523799999600000;9,858341548000055;48,086039340000070
47452;08170527299200803600;08;2;15;046;2017;05;07;7;1;2;6;1;1;0;0;0;0;0;452890,225199999990000;5412835,939199999900000;8,357628878000071;48,866694659000075
47453;08170527325102778560;08;3;25;057;2017;05;11;7;3;8;1;1;0;0;0;0;0;0;473319,382600000010000;5356607,278300000400000;8,639801496000075;48,362074723000035
47463;08170531117400689040;08;1;17;018;2017;05;19;4;3;4;2;1;1;0;0;0;0;0;538188,574000000020000;5396022,526999999800000;9,519168013000069;48,716061906000050
47471;08170531116010688520;08;1;16;019;2017;05;08;4;2;4;3;1;1;0;0;0;0;0;523507,444499999980000;5398153,566499999700000;9,319705980000038;48,735958963000030
47472;08170531111500722700;08;1;11;000;2017;05;11;4;2;6;7;0;0;1;0;1;0;0;511535,463700000020000;5406461,153599999800000;9,157118627000045;48,811030198000026
47476;08170530435100730350;08;4;35;016;2017;05;11;3;3;5;2;1;1;0;0;0;0;0;535750,085500000040000;5281510,670599999800000;9,476369525000052;47,685994462000053
47479;08170527311300773260;08;3;11;000;2017;05;10;7;2;0;1;1;0;0;0;0;0;0;415161,086200000020000;5312460,785699999900000;7,863554873000055;47,959833280000055
47483;08170530416010767360;08;4;15;061;2017;05;18;3;3;5;3;1;1;0;0;0;0;0;514306,523700000020000;5371182,302799999700000;9,193642454000042;48,493600147000052
47489;08170530335010807950;08;3;35;075;2017;05;12;3;3;5;2;1;1;0;0;0;0;0;487853,211499999980000;5289169,107800000300000;8,837928033000026;47,755776617000038
47494;08170530326200759300;08;3;26;074;2017;05;17;3;3;0;7;1;0;0;0;1;0;0;465563,902000000000000;5323504,185999999800000;8,537790812000026;48,063885383000070
47507;08170527416010767260;08;4;15;061;2017;05;21;7;2;6;4;0;1;1;0;0;2;0;513065,930899999980000;5373902,277800000300000;9,176935958000058;48,518097014000034
47510;08170530222013770990;08;2;26;059;2017;05;17;3;3;0;3;1;0;0;0;1;0;0;465251,353999999990000;5460193,478000000100000;8,522103561000051;49,293500036000069
47511;08170527415400996500;08;4;15;061;2017;05;20;7;3;3;2;1;1;0;0;0;0;0;514305,181999999970000;5371174,654000000100000;9,193624032000059;48,493531366000070
47513;08170530216100779110;08;2;16;043;2017;05;16;3;3;5;3;1;1;0;0;0;0;0;442004,221000000020000;5411088,853000000100000;8,209452348000070;48,850057209000056
47521;08170530128200776610;08;1;28;128;2017;05;14;3;3;5;3;1;1;0;0;0;0;0;546405,864199999950000;5501767,984100000000000;9,643086736000043;49,666659538000033
47522;08170530126200750210;08;1;26;066;2017;05;16;3;3;1;3;1;1;0;0;0;0;0;535317,861400000050000;5450886,266800000300000;9,484903860000031;49,209749969000029
47542;08170530115400760910;08;1;15;045;2017;05;16;3;2;6;6;1;0;1;0;0;0;0;499700,955399999980000;5394693,308000000200000;8,995935409000026;48,705273712000064
47544;08170530115100783610;08;1;15;044;2017;05;19;3;3;5;3;1;1;0;0;0;0;0;504246,605099999990000;5389810,041000000200000;9,057669335000071;48,661328926000067
47546;08170530111500795040;08;1;11;000;2017;05;09;3;3;5;3;1;1;0;0;0;0;0;509209,652799999980000;5397402,447300000100000;9,125237212000059;48,729577307000056
47557;08170529435117692680;08;4;35;057;2017;05;08;2;3;0;1;1;0;0;0;0;0;0;544549,742199999980000;5279855,420199999600000;9,593450101000030;47,670555145000037
47558;08170529435114767580;08;4;35;030;2017;05;07;2;3;4;2;1;1;0;0;0;0;0;541740,973000000000000;5271697,311800000300000;9,555258044000027;47,597341285000027
47559;08170529435100801850;08;4;35;016;2017;05;16;2;3;4;2;1;1;0;0;0;0;0;536436,092999999990000;5279067,034300000400000;9,485306324000021;47,663969836000035
47568;08170529416214731490;08;4;16;041;2017;05;12;2;3;4;2;1;1;0;0;0;0;0;505919,908200000010000;5375483,421199999700000;9,080188703000033;48,532429597000032
47570;08170529416010795930;08;4;16;041;2017;05;20;2;3;5;3;1;0;0;0;0;0;0;498562,850400000000000;5374674,670199999600000;8,980535727000074;48,525180066000075
47572;08170529416010767310;08;4;16;011;2017;05;06;2;3;0;7;1;0;0;0;0;0;0;505435,909999999970000;5367562,058500000300000;9,073529537000070;48,461170240000058
