OBJECTID_1;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstig;STRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
156963;08;3;17;001;2018;08;20;3;3;0;7;1;1;0;0;0;0;0;0;431610,161499999990000;5386523,254200000300000;8,071864992000030;48,628035139000076
156964;08;4;21;000;2018;08;13;5;3;5;2;0;1;1;0;0;0;0;0;571196,325799999990000;5360825,887199999800000;9,961831715000074;48,396571373000029
156965;08;3;16;010;2018;08;08;3;3;0;7;0;1;0;0;0;0;0;0;433581,332700000030000;5338668,633600000300000;8,106190103000074;48,197774587000026
156967;08;4;17;002;2018;08;19;7;2;3;2;0;1;1;0;0;0;0;0;489339,015699999990000;5346337,095200000300000;8,856331056000045;48,270151223000028
156968;08;3;15;076;2018;08;16;3;3;0;1;0;1;0;0;0;0;0;0;392437,482000000020000;5297006,666000000200000;7,563104389000046;47,817416271000070
156970;08;3;11;000;2018;08;19;3;3;6;4;1;1;0;1;0;0;0;0;413360,675899999970000;5316872,764999999700000;7,838552912000068;47,999279533000049
156971;08;4;21;000;2018;08;11;5;3;5;3;0;1;1;0;0;0;0;0;572282,423700000040000;5360859,549300000100000;9,976508025000044;48,396750589000078
156973;08;3;36;050;2018;08;13;3;3;6;3;0;0;1;1;0;0;0;0;402121,344600000010000;5276646,413700000400000;7,697008265000022;47,635816313000078
156984;08;2;22;000;2018;08;16;3;3;5;2;0;1;0;0;0;0;1;0;461982,337000000000000;5482184,388000000300000;8,475043140000025;49,491105379000032
156986;08;2;22;000;2018;08;14;3;3;6;2;0;0;1;1;0;0;0;0;461608,324800000000000;5483793,457100000200000;8,469722565000041;49,505554522000068
156987;08;2;22;000;2018;08;18;3;2;0;7;0;1;0;0;0;0;0;0;462420,846900000000000;5477868,609500000300000;8,481507820000047;49,452314388000048
156988;08;2;21;000;2018;08;20;3;2;0;3;0;1;1;0;0;0;0;0;477235,106800000010000;5474313,209200000400000;8,686105016000056;49,421069968000040
156989;08;2;36;046;2018;08;19;7;3;0;3;0;1;1;0;0;0;0;0;483564,395299999970000;5418549,751500000200000;8,775653952000027;48,919666021000069
156990;08;2;21;000;2018;08;20;3;3;0;1;0;1;0;0;0;0;0;0;478124,129699999990000;5471510,168399999800000;8,698517607000042;49,395889654000030
156991;08;2;16;017;2018;08;11;3;3;6;4;0;0;1;1;0;0;0;0;451937,163799999980000;5402558,164500000000000;8,345838426000057;48,774169761000053
156992;08;2;31;000;2018;08;21;6;3;0;1;2;1;0;0;0;0;0;0;478012,375899999980000;5415285,820299999800000;8,700045596000052;48,890132554000047
156994;08;3;35;063;2018;08;16;5;3;0;7;0;1;0;0;0;0;0;0;497683,495200000000000;5287040,479299999800000;8,969102653000050;47,736734369000033
156996;08;2;12;000;2018;08;15;3;3;1;5;0;1;1;0;0;0;0;0;456351,119200000020000;5427215,075799999800000;8,403278058000069;48,996291633000055
156999;08;3;17;065;2018;08;18;3;3;3;6;0;1;0;0;0;0;0;0;413698,850099999980000;5352712,729299999800000;7,835812840000074;48,321708862000037
157000;08;2;21;000;2018;08;19;6;3;1;3;0;1;1;0;0;0;0;0;476175,559100000010000;5469447,898099999900000;8,671787408000057;49,377266675000044
157001;08;3;17;059;2018;08;19;3;3;5;3;0;1;0;0;0;0;0;0;412866,343999999980000;5349495,365000000200000;7,825249361000033;48,292655078000053
157002;08;1;36;082;2018;08;02;7;3;9;1;2;1;0;0;0;0;0;0;588574,406399999980000;5414519,151700000300000;10,208031039000048;48,877297760000033
157004;08;1;36;065;2018;08;18;3;2;8;1;0;1;0;0;0;0;0;0;556051,047999999950000;5404301,319000000100000;9,763113850000025;48,789181373000076
157006;08;1;21;000;2018;08;16;3;3;3;6;0;1;0;0;0;0;0;0;516474,619899999990000;5442269,765599999600000;9,225842169000032;49,133038503000080
157007;08;3;35;043;2018;08;09;5;3;5;3;0;1;1;0;0;0;0;0;513980,578800000020000;5279949,063099999900000;9,186243872000034;47,672781280000038
157008;08;1;19;091;2018;08;11;3;3;0;6;0;1;0;0;0;1;0;0;528389,942099999990000;5406708,975499999700000;9,386698123000031;48,812718061000055
157012;08;1;19;067;2018;08;09;3;3;5;3;0;1;1;0;0;0;0;0;539283,979300000010000;5406695,433699999900000;9,535078193000061;48,812002988000074
157015;08;3;35;043;2018;08;11;5;2;5;3;0;1;0;0;0;0;0;0;513030,457200000000000;5279343,906399999700000;9,173568727000031;47,667356129000041
157016;08;1;15;042;2018;08;17;3;3;2;2;0;0;1;1;0;0;0;0;496009,352100000020000;5406127,311599999700000;8,945648586000061;48,808121245000052
157017;08;3;17;096;2018;08;18;5;2;5;3;0;1;1;0;0;0;0;0;420432,007700000020000;5368241,481300000100000;7,923682468000038;48,462273151000034
157018;08;1;11;000;2018;08;17;3;2;6;4;0;0;1;1;0;0;0;0;512769,175899999970000;5401173,119199999600000;9,173757994000027;48,763435395000045
157020;08;1;11;000;2018;08;07;3;3;5;3;0;1;1;0;0;0;0;0;518525,387999999980000;5402885,827999999700000;9,252162768000062;48,778698023000061
157022;08;4;35;034;2018;08;13;2;3;1;5;0;1;1;0;0;0;0;0;529989,256799999970000;5284413,230299999900000;9,399808265000047;47,712403076000044
157026;08;3;11;000;2018;08;10;5;3;1;5;0;1;1;0;0;0;0;0;414853,832300000010000;5316955,133399999700000;7,858548986000074;48,000221088000046
157027;08;1;18;048;2018;08;18;6;3;6;6;0;1;0;1;0;0;0;0;513485,417200000030000;5415699,443000000000000;9,183982067000045;48,894096755000078
157028;08;4;15;078;2018;08;13;2;2;0;1;0;1;0;0;0;0;0;0;529270,451699999980000;5371371,621000000300000;9,396192560000031;48,494784379000066
157030;08;3;35;043;2018;08;20;2;3;0;7;1;1;0;0;0;0;0;1;513052,110800000020000;5279087,126199999800000;9,173849484000073;47,665045268000028
157032;08;3;11;000;2018;08;17;6;3;6;4;0;1;0;1;0;0;0;0;414200,402699999980000;5316363,341900000300000;7,849909402000037;47,994810333000032
157033;08;1;16;049;2018;08;00;1;2;0;1;2;1;0;0;0;0;0;0;524573,330599999990000;5386917,554899999900000;9,333533855000042;48,634839155000066
157034;08;3;15;047;2018;08;10;5;3;5;3;0;1;1;0;0;0;0;0;415422,371199999990000;5322065,788200000300000;7,865160397000068;48,046268870000063
157037;08;3;15;050;2018;08;13;2;3;6;4;0;0;1;1;0;0;0;0;399852,351599999990000;5302934,919999999900000;7,660756304000074;47,871937722000041
157039;08;3;15;015;2018;08;22;2;3;6;4;2;1;0;1;0;0;0;0;394485,722100000010000;5320347,126899999600000;7,584741654000027;48,027692901000080
157042;08;2;31;000;2018;08;14;5;3;6;4;0;0;1;1;0;0;0;1;478104,752800000020000;5415287,546199999700000;8,701305688000048;48,890151350000053
157044;08;2;22;000;2018;08;12;7;3;5;3;0;1;1;0;0;0;0;0;462049,863300000030000;5483142,459200000400000;8,475883505000070;49,499726944000031
157046;08;3;11;000;2018;08;17;2;3;7;7;0;1;0;0;0;0;0;0;414770,223200000010000;5319053,976400000000000;7,857011215000057;48,019089837000081
157049;08;4;26;021;2018;08;11;7;3;0;1;0;1;0;0;0;0;0;0;558076,011599999970000;5327698,087200000000000;9,780055498000024;48,099900289000061
157053;08;2;22;000;2018;08;07;2;3;4;2;0;1;1;0;0;0;0;0;463902,962000000000000;5478174,121000000300000;8,501928386000031;49,455152194000050
157054;08;2;12;000;2018;08;15;5;3;5;3;0;1;0;0;0;0;0;0;452400,988100000020000;5427591,162399999800000;8,349235414000077;48,999382632000049
157055;08;2;22;000;2018;08;18;2;3;6;4;0;0;1;1;0;0;0;0;461777,543500000030000;5482373,327499999700000;8,472197157000039;49,492791922000038
157056;08;4;25;141;2018;08;18;7;3;0;1;0;1;0;0;0;0;0;0;562965,660799999950000;5366677,335300000400000;9,851531409000074;48,450083981000034
157057;08;2;21;000;2018;08;17;2;2;3;4;0;0;1;1;0;0;0;0;476473,386500000020000;5472851,601700000500000;8,675688800000046;49,407894080000062
157058;08;2;21;000;2018;08;17;2;3;4;6;0;1;0;0;0;0;0;0;477164,882199999990000;5471587,817699999500000;8,685293477000073;49,396552873000076
157059;08;2;26;082;2018;08;16;6;1;0;1;0;1;0;0;0;0;0;0;475488,964199999990000;5480522,040699999800000;8,661644517000070;49,476849038000069
157061;08;2;12;000;2018;08;13;5;3;0;1;0;1;0;0;0;0;0;0;453558,690899999990000;5429856,335400000200000;8,364803127000073;49,019846155000039
157063;08;3;36;091;2018;08;12;7;3;0;7;0;1;0;0;0;0;0;0;396117,220600000000000;5271947,612999999900000;7,618216881000024;47,592614275000074
157069;08;1;19;067;2018;08;12;7;3;0;1;0;1;0;0;0;0;0;0;539124,302200000030000;5406998,197100000500000;9,532932232000064;48,814736577000076
157070;08;1;19;008;2018;08;15;2;2;5;7;0;1;1;0;0;0;0;0;531820,776300000030000;5421931,008500000500000;9,434612848000029;48,949482308000029
157071;08;1;18;048;2018;08;07;2;3;5;2;0;1;1;0;0;0;0;0;514786,384399999980000;5414947,055800000200000;9,201703876000067;48,887298799000064
157072;08;1;27;043;2018;08;20;6;3;0;1;0;1;0;0;0;0;0;0;568684,395299999970000;5447093,218000000300000;9,942319067000028;49,172803506000037
157074;08;1;35;019;2018;08;21;5;2;6;1;2;0;1;1;0;0;0;0;585758,706899999990000;5392326,507700000000000;10,165008576000048;48,678090882000049
157076;08;4;35;016;2018;08;06;5;2;6;3;1;1;0;1;0;0;0;0;536914,539299999950000;5278825,282900000000000;9,491658270000073;47,661767574000066
157077;08;3;25;049;2018;08;11;7;2;0;7;0;1;0;0;0;0;0;0;472166,288300000010000;5335196,386699999700000;8,625643969000066;48,169400210000049
157078;08;1;11;000;2018;08;06;2;3;5;3;1;1;0;0;0;0;0;0;518248,685000000000000;5402967,508500000500000;9,248400022000055;48,779440990000069
157079;08;4;26;021;2018;08;05;6;2;0;4;1;1;0;1;0;0;0;1;559477,030799999950000;5328915,430599999600000;9,799041327000055;48,110722419000069
157082;08;4;35;059;2018;08;20;1;3;6;7;0;0;1;1;0;0;0;0;512229,891699999980000;5290210,689500000300000;9,163210099000025;47,765146707000042
157086;08;3;16;002;2018;08;15;7;3;5;3;0;1;1;0;0;0;0;0;406398,511999999990000;5331185,603000000100000;7,742110475000061;48,127040965000049
157087;08;4;17;025;2018;08;10;1;3;0;1;0;1;0;0;0;0;0;0;483625,684899999990000;5361413,187900000300000;8,778751781000040;48,405662669000037
157088;08;4;15;059;2018;08;20;1;3;6;4;0;0;1;1;0;0;0;0;516781,062299999990000;5368639,490600000100000;9,227033599000038;48,470662879000031
157090;08;4;15;053;2018;08;02;1;3;0;1;2;1;0;0;0;0;0;0;536786,586699999990000;5362422,202600000400000;9,497137600000031;48,413879103000056
157091;08;3;35;043;2018;08;12;1;3;6;4;0;0;1;1;0;0;0;0;515724,136200000010000;5279766,647599999800000;9,209464151000077;47,671099918000039
157092;08;3;35;097;2018;08;20;1;2;4;1;0;1;0;0;0;0;0;0;486383,099999999980000;5295178,089999999900000;8,818124263000073;47,809812964000059
157093;08;2;12;000;2018;08;10;7;3;0;7;0;1;0;0;0;0;0;0;459583,389099999970000;5430514,049999999800000;8,447135550000041;49,026186565000046
157094;08;3;17;129;2018;08;20;1;2;5;3;0;1;1;0;0;0;0;0;429540,524199999990000;5350823,849100000200000;8,049795784000025;48,306681887000082
157096;08;3;17;096;2018;08;12;1;3;1;5;0;1;1;0;0;0;0;0;421216,886200000010000;5367552,539400000100000;7,934427329000073;48,456174975000067
157097;08;2;31;000;2018;08;21;7;3;0;4;2;0;1;1;0;0;0;0;477972,368000000020000;5415493,879700000400000;8,699488601000041;48,892002765000029
157102;08;2;16;017;2018;08;11;1;2;4;1;0;1;1;0;0;0;0;0;452353,681199999990000;5400326,153500000000000;8,351765533000048;48,754123943000081
157103;08;1;18;076;2018;08;23;1;2;0;7;2;1;0;0;0;0;0;0;504573,455399999980000;5423072,292000000400000;9,062478668000040;48,960550758000068
157104;08;1;25;065;2018;08;10;7;3;5;2;0;1;1;0;0;0;0;0;516511,049699999970000;5448979,987499999800000;9,226616825000065;49,193397921000042
157105;08;1;36;065;2018;08;11;1;3;5;7;0;1;1;0;0;0;0;0;557091,089799999960000;5401673,549999999800000;9,776907414000050;48,765449618000048
157106;08;1;35;020;2018;08;16;1;2;0;1;0;1;0;0;0;0;0;0;586138,241099999980000;5385631,609400000400000;10,168770768000059;48,617822758000045
157109;08;1;19;020;2018;08;18;6;3;1;1;0;1;1;0;0;0;0;0;520308,904700000010000;5406774,491899999800000;9,276631527000063;48,813624119000053
157120;08;3;17;096;2018;08;11;7;3;6;7;0;0;1;1;0;0;0;0;421736,479300000010000;5368731,926199999600000;7,941233153000042;48,466848318000075
157121;08;1;11;000;2018;08;13;1;3;8;7;0;1;0;0;0;0;0;0;510878,865999999980000;5400445,198099999700000;9,148016245000065;48,756922955000050
157122;08;2;12;000;2018;08;16;2;3;5;3;0;1;1;0;0;0;0;0;455825,466100000020000;5428985,178299999800000;8,395899726000039;49,012176511000064
157125;08;1;17;026;2018;08;09;4;3;5;7;0;1;1;0;0;0;0;0;547729,312200000040000;5394658,718299999800000;9,648707400000035;48,703136376000032
157126;08;1;17;026;2018;08;16;3;3;1;6;0;1;1;0;0;0;0;0;550165,431100000050000;5394241,030600000200000;9,681764492000070;48,699187916000028
157130;08;3;35;043;2018;08;12;3;3;0;1;0;1;0;0;0;0;0;0;514366,121700000020000;5279291,740700000000000;9,191358276000074;47,666858467000054
157131;08;2;22;000;2018;08;17;2;3;6;4;0;0;1;1;0;0;0;1;462231,062800000010000;5478346,640100000400000;8,478843832000052;49,456602281000073
157133;08;1;11;000;2018;08;17;3;3;0;5;0;1;1;0;0;0;0;0;508966,665800000020000;5407192,507299999700000;9,122146427000075;48,817651752000074
157134;08;2;22;000;2018;08;05;2;3;4;2;1;1;1;0;0;0;0;1;462870,251600000020000;5478702,424599999600000;8,487629968000022;49,459841803000074
157135;08;3;25;014;2018;08;05;4;2;0;1;2;1;0;0;0;0;0;0;460956,013500000000000;5344297,216300000400000;8,474036626000043;48,250685738000072
157136;08;2;22;000;2018;08;01;2;2;6;4;2;0;0;1;0;0;1;0;461195,806900000030000;5482383,321399999800000;8,464163510000049;49,492844884000078
157137;08;3;11;000;2018;08;16;3;3;5;2;0;1;0;0;0;0;1;0;412965,048300000020000;5316378,906399999700000;7,833350612000061;47,994783374000065
157139;08;2;26;018;2018;08;16;2;3;5;3;0;1;1;0;0;0;0;0;473299,742800000010000;5471923,528099999800000;8,632003833000056;49,399415269000031
157142;08;3;11;000;2018;08;20;4;3;5;3;1;1;1;0;0;0;0;0;411869,208300000000000;5316634,224999999600000;7,818612339000026;47,996929928000043
157143;08;2;21;000;2018;08;18;2;2;6;4;0;1;0;1;0;0;0;1;477650,473000000000000;5472020,874800000300000;8,691961274000050;49,400466183000049
157144;08;2;22;000;2018;08;17;3;3;5;3;0;1;1;0;0;0;0;0;460525,887099999990000;5485576,369900000300000;8,454594024000073;49,521521271000040
157146;08;2;15;111;2018;08;17;2;2;6;7;0;0;1;1;0;0;0;0;457369,778899999980000;5445564,165500000100000;8,415268985000068;49,161413343000049
157148;08;2;26;095;2018;08;11;4;3;5;3;0;1;1;0;0;0;0;0;474031,992499999990000;5460698,093000000300000;8,642827577000048;49,298475341000028
157149;08;2;15;106;2018;08;10;2;2;0;7;0;1;0;0;0;0;0;1;466294,467400000020000;5454833,975499999700000;8,536900402000072;49,245350283000050
157152;08;2;12;000;2018;08;05;4;3;5;3;1;1;0;0;1;0;0;0;452706,615899999980000;5427846,229100000100000;8,353383918000077;49,001700458000073
157154;08;4;36;055;2018;08;12;3;3;1;7;0;1;1;0;0;0;0;0;575975,152600000030000;5298486,718100000200000;10,015271743000028;47,835236905000045
157155;08;1;16;019;2018;08;16;3;3;5;3;0;1;1;0;0;0;0;0;521251,672800000000000;5397248,650200000000000;9,288980804000062;48,727899437000076
157156;08;1;25;017;2018;08;08;2;3;6;4;0;0;1;1;0;0;0;0;502683,283999999990000;5432366,338000000500000;9,036718168000050;49,044167475000052
157160;08;1;19;091;2018;08;01;2;3;0;1;2;1;0;0;0;0;0;0;527584,935000000060000;5406310,225999999800000;9,375706606000051;48,809167283000079
157161;08;4;15;061;2018;08;14;3;2;4;2;0;1;1;0;0;0;0;0;510144,469999999970000;5369252,719999999700000;9,137261347000049;48,476321835000078
157163;08;1;19;061;2018;08;18;2;3;0;1;0;1;0;0;0;0;0;1;538887,331899999990000;5411891,046600000000000;9,530168755000034;48,858765019000032
157167;08;3;27;056;2018;08;16;4;3;8;1;0;1;0;0;0;0;0;0;483582,871999999970000;5318934,512699999800000;8,779817966000053;48,023490144000050
157168;08;1;18;050;2018;08;16;2;3;6;4;0;0;1;1;0;0;0;0;506125,132600000010000;5416984,439600000200000;9,083584872000074;48,905772764000062
157169;08;3;17;096;2018;08;16;3;3;3;2;0;1;1;0;0;0;0;0;421083,273899999970000;5368921,982499999900000;7,932362169000044;48,468476230000078
157170;08;2;21;000;2018;08;14;7;3;5;3;0;1;1;0;0;0;0;0;475175,157300000020000;5472702,075699999900000;8,657802560000050;49,406497544000047
157171;08;3;17;096;2018;08;18;2;3;5;3;0;1;1;0;0;0;0;0;421197,651799999990000;5369407,306599999800000;7,933817811000040;48,472856008000065
157172;08;2;26;098;2018;08;17;7;2;5;3;0;1;1;0;0;0;0;0;482349,015599999980000;5462957,090699999600000;8,757121417000064;49,319092086000069
157175;08;1;36;088;2018;08;20;7;3;0;1;1;1;0;0;0;0;0;0;586850,943500000050000;5406035,901200000200000;10,182732754000028;48,801243692000071
157176;08;2;36;040;2018;08;19;4;3;9;1;0;1;0;0;0;0;0;0;487939,844999999970000;5420861,580000000100000;8,835310163000031;48,940563220000058
157182;08;1;28;082;2018;08;10;7;3;5;3;0;1;1;0;0;0;0;0;567165,369799999990000;5471897,406399999700000;9,925648480000064;49,396060562000059
157185;08;1;15;003;2018;08;09;2;3;5;3;0;1;1;0;0;0;0;0;500336,576400000020000;5390747,074199999700000;9,004571506000048;48,669772953000063
157188;08;2;22;000;2018;08;20;4;3;6;7;0;0;1;1;0;0;0;0;461350,852599999980000;5483140,869199999600000;8,466230297000038;49,499668506000035
157189;08;1;11;000;2018;08;08;2;3;5;3;0;1;1;0;0;0;0;0;513240,376600000020000;5403397,574900000400000;9,180241495000075;48,783436592000044
157191;08;2;12;000;2018;08;21;3;3;5;3;1;1;1;0;0;0;0;0;458417,745300000010000;5427267,973000000200000;8,431523906000052;48,996910108000066
157193;08;1;11;000;2018;08;08;2;3;6;7;0;0;1;1;0;0;0;0;512634,730600000010000;5403294,379300000100000;9,171993692000058;48,782520851000072
157196;08;4;36;055;2018;08;02;1;2;1;5;2;1;1;0;0;0;0;0;571647,006500000020000;5293356,883800000000000;9,956594436000046;47,789584647000027
157197;08;1;11;000;2018;08;16;7;3;5;3;0;1;0;0;0;0;1;0;513925,646000000010000;5405644,331000000200000;9,189646191000065;48,803633199000046
157198;08;4;16;041;2018;08;09;3;3;3;1;0;1;0;0;0;0;0;0;503136,153999999980000;5373658,708499999700000;9,042467375000058;48,516033913000058
157200;08;4;17;079;2018;08;15;1;3;0;1;0;1;0;0;0;0;0;0;493119,984600000030000;5341303,910400000400000;8,907365655000035;48,224921104000032
157202;08;4;35;059;2018;08;16;6;3;8;1;0;1;0;0;0;0;0;0;512718,721200000030000;5289928,093200000000000;9,169725316000040;47,762594579000051
157203;08;1;19;042;2018;08;07;4;3;5;3;0;1;1;0;0;0;0;0;528203,173500000030000;5415121,743599999700000;9,384733609000023;48,888404868000066
157204;08;4;35;016;2018;08;14;6;3;0;7;0;1;0;0;0;0;0;0;538469,395200000030000;5284598,473199999900000;9,512875257000076;47,713620200000037
157208;08;4;21;000;2018;08;14;6;2;5;3;0;1;1;0;0;0;0;0;570931,192000000040000;5359149,913999999900000;9,957967368000027;48,381525350000061
157209;08;4;26;021;2018;08;11;6;1;6;7;0;0;1;1;0;0;0;0;558661,326099999950000;5327737,279099999900000;9,787921847000064;48,100199235000048
157210;08;3;35;075;2018;08;22;4;3;0;7;2;1;0;0;0;0;0;0;488013,583300000000000;5289539,188699999800000;8,840057626000032;47,759109434000038
157212;08;4;15;061;2018;08;07;6;3;6;3;0;1;0;1;0;0;0;0;516034,725500000000000;5371831,406999999700000;9,217058869000027;48,499397982000062
157216;08;1;11;000;2018;08;13;6;3;5;3;0;1;1;0;0;0;0;0;514674,477599999980000;5409088,200299999700000;9,199967275000063;48,834596486000066
157218;08;1;11;000;2018;08;18;3;2;5;7;0;1;1;0;0;0;0;0;515461,905399999990000;5396506,080099999900000;9,210224208000057;48,721389831000067
157220;08;3;25;053;2018;08;13;1;3;0;1;0;1;0;0;0;0;0;0;457835,195000000010000;5340702,826999999600000;8,432355796000024;48,218149284000049
157222;08;3;35;075;2018;08;13;6;3;4;2;0;1;1;0;0;0;0;0;488824,907000000010000;5289937,271999999900000;8,850873359000048;47,762705778000054
157223;08;3;26;074;2018;08;14;4;3;5;3;0;1;1;0;0;0;0;0;464730,824399999980000;5322871,207399999700000;8,526661654000066;48,058145089000050
157224;08;3;17;009;2018;08;02;1;3;0;7;2;1;0;0;0;0;0;0;425262,346800000000000;5362301,999499999900000;7,990071173000047;48,409439382000073
157225;08;3;35;079;2018;08;07;6;2;2;2;0;1;0;0;0;1;0;0;500210,771000000010000;5298818,028800000400000;9,002816967000058;47,842707212000050
157226;08;3;17;065;2018;08;15;3;2;6;4;0;1;0;1;0;0;0;0;414690,949199999970000;5354200,845599999700000;7,848892021000040;48,335228917000052
157228;08;3;17;096;2018;08;11;2;2;0;7;0;1;0;0;0;0;0;1;421853,511300000010000;5368932,784300000400000;7,942778577000070;48,468669573000057
157229;08;3;17;001;2018;08;12;6;3;5;2;0;1;0;0;0;1;0;0;431120,051400000000000;5388529,644100000200000;8,064880984000070;48,646028801000057
157230;08;3;17;073;2018;08;22;1;2;0;7;2;1;0;0;0;0;0;0;410380,192900000020000;5347631,528900000300000;7,792133681000053;48,275543133000042
157234;08;3;16;011;2018;08;16;1;3;0;7;0;1;1;0;0;0;0;0;414704,643600000010000;5328070,755199999500000;7,854333532000055;48,100189672000056
157239;08;3;15;074;2018;08;07;4;3;5;3;0;1;1;0;0;0;0;0;400424,440000000000000;5298158,248700000300000;7,669504146000065;47,829060572000060
157242;08;2;22;000;2018;08;07;3;3;1;5;0;1;1;0;0;0;0;0;462391,300999999980000;5480466,478099999900000;8,480853361000072;49,475679142000047
157243;08;2;15;017;2018;08;11;6;2;5;2;0;1;1;0;0;0;0;0;456630,729799999970000;5421335,447700000400000;8,407727175000048;48,943423014000075
157246;08;2;26;096;2018;08;11;1;3;4;6;0;1;0;0;0;0;0;0;474581,896699999980000;5487784,148600000000000;8,648655903000076;49,542131854000047
157248;08;2;25;058;2018;08;10;6;3;6;7;0;0;1;1;0;0;0;0;507598,228000000000000;5465406,446999999700000;9,104599134000068;49,341332165000040
157250;08;2;22;000;2018;08;12;6;3;5;3;0;1;1;0;0;0;0;0;462522,674899999980000;5480608,429200000100000;8,482653306000032;49,476964047000081
157254;08;2;26;009;2018;08;07;6;2;5;3;0;1;1;0;0;0;0;0;466803,933800000000000;5472918,931099999700000;8,542394888000047;49,408049026000072
157257;08;3;35;022;2018;08;08;4;3;0;7;0;1;1;0;0;0;0;0;482612,844600000010000;5300493,347400000300000;8,767553302000067;47,857545500000072
157258;08;2;26;056;2018;08;17;1;3;6;4;0;0;1;1;0;0;0;0;485274,751999999980000;5471381,382000000200000;8,797067902000038;49,394946186000027
157259;08;2;26;098;2018;08;17;6;3;6;4;0;0;1;1;0;0;0;0;478012,965299999980000;5461158,734100000000000;8,697556942000063;49,302775079000071
157260;08;2;26;082;2018;08;19;6;3;0;3;0;1;1;0;0;0;0;0;475502,928599999980000;5480409,505199999500000;8,661844251000048;49,475837377000062
157262;08;2;16;015;2018;08;14;6;2;6;4;0;0;0;1;0;0;1;0;448770,565599999970000;5407559,387600000000000;8,302118739000036;48,818904434000046
157263;08;1;16;042;2018;08;16;3;3;0;1;0;1;0;0;0;0;0;0;516957,614999999990000;5381825,407900000000000;9,229958681000028;48,589282368000056
157264;08;1;36;042;2018;08;11;6;3;0;1;0;1;0;0;0;0;0;0;550976,783599999970000;5405177,501299999700000;9,694143941000050;48,797499541000036
157266;08;4;21;000;2018;08;12;6;2;1;5;0;1;1;0;0;0;0;0;570295,500600000030000;5360223,481399999900000;9,949562860000071;48,391253617000075
157267;08;1;35;016;2018;08;19;6;3;5;3;0;1;1;0;0;0;0;0;591810,617300000040000;5386249,397199999500000;10,245855038000059;48,622572502000025
157272;08;1;27;103;2018;08;16;6;2;6;7;0;0;0;1;0;0;1;0;575435,550799999970000;5435385,879400000000000;10,032737991000033;49,066715273000057
157273;08;1;25;110;2018;08;08;6;2;0;7;0;1;0;0;0;0;0;0;528170,037299999970000;5443040,620400000400000;9,386219529000073;49,139547590000063
157274;08;4;21;000;2018;08;13;4;3;6;7;0;0;1;1;0;0;0;0;571989,665200000050000;5361511,224600000300000;9,972665320000033;48,402646074000074
157276;08;1;18;046;2018;08;10;6;3;5;2;0;1;1;0;0;0;0;0;514025,526000000010000;5411894,707999999600000;9,191220250000072;48,859858284000040
157277;08;4;15;061;2018;08;08;3;2;5;3;0;1;1;0;0;0;0;0;514724,324100000030000;5369496,716900000300000;9,199238049000030;48,478426342000034
157279;08;1;11;000;2018;08;13;3;3;5;3;0;1;1;0;0;0;0;0;509008,977900000000000;5396512,243999999900000;9,122488896000050;48,721571948000076
157280;08;1;16;078;2018;08;15;6;3;5;3;0;1;1;0;0;0;0;0;510993,365800000030000;5394512,086500000200000;9,149415882000028;48,703546618000075
157281;08;1;18;010;2018;08;18;1;2;0;7;0;1;0;0;0;0;0;0;507276,198800000010000;5431742,661500000400000;9,099556536000023;49,038520060000053
157282;08;1;15;003;2018;08;10;6;3;5;7;0;1;1;0;0;0;0;0;501123,217200000010000;5392505,417799999900000;9,015260731000069;48,685590307000041
157284;08;3;17;031;2018;08;15;4;2;0;7;0;1;0;0;0;0;0;0;417995,512300000000000;5361128,007899999600000;7,892122184000073;48,397975786000075
157285;08;1;36;033;2018;08;22;1;3;0;1;2;1;0;0;0;0;0;0;578468,214799999960000;5414655,224600000300000;10,070249598000032;48,879883149000079
157287;08;2;12;000;2018;08;08;3;3;5;3;0;1;1;0;0;0;0;0;455396,186700000020000;5425648,262900000400000;8,390395948000048;48,982129704000045
157290;08;3;35;043;2018;08;15;3;3;3;6;0;1;1;0;0;0;0;0;512806,396000000010000;5278412,156600000300000;9,170556883000074;47,658977020000066
157295;08;4;25;039;2018;08;18;5;2;8;1;0;1;0;0;0;0;0;0;566347,000699999980000;5353522,354700000000000;9,895175969000036;48,331401320000055
157297;08;2;12;000;2018;08;22;4;3;4;6;2;1;0;0;0;0;0;0;454248,777100000010000;5425297,654299999600000;8,374754622000069;48,978892018000067
157298;08;1;19;067;2018;08;18;1;3;4;6;0;1;1;0;0;0;0;0;538463,863099999960000;5407340,957800000000000;9,523968581000077;48,817861128000061
157299;08;3;36;050;2018;08;00;5;3;5;3;2;1;1;0;0;0;0;0;399381,823800000010000;5272923,926900000300000;7,661404141000048;47,601911379000057
157300;08;2;22;000;2018;08;12;3;3;1;5;0;1;1;0;0;0;0;0;461626,716000000010000;5481473,228099999900000;8,470201894000070;49,484686487000033
157301;08;3;35;043;2018;08;16;5;3;0;1;0;1;0;0;0;0;0;0;514398,100900000020000;5279885,283699999600000;9,191803806000053;47,672198252000044
